,0,1,2,3,4,5,6,7,8,9
avg(2052),-12.91285,-19.3237625,-17.7844625,-8.3434625,2.6370125,12.9513625,19.3402125,17.7214875,8.4150125,-2.685475
avg(2053),-7.2573625,5.2676,13.5103125,16.8388125,13.839425,4.2867,-8.195925,-16.4277,-19.8642,-16.7642125
avg(2054),17.789875,11.5512125,1.5766625,-11.6123,-19.8527625,-20.641925,-14.4863875,-4.4511375,8.70865,16.999775
avg(2055),9.1475625,17.8581125,15.4846,11.444725,-0.3446375,-11.1006375,-20.1435875,-17.86065,-13.0142125,-1.4905375
avg(2056),-16.69465,-14.5249625,-3.8156375,6.6370625,15.1224,16.08215,14.7109,3.25525,-7.3856,-15.0584375
avg(2057),7.1268,-3.747875,-12.76655,-19.377925,-16.6173375,-7.0674125,3.468725,13.2416875,19.396325,16.00075
avg(2058),18.3961875,15.0687125,4.823775,-7.4039375,-17.309875,-20.2543375,-17.039925,-7.1901125,5.6192375,14.9098375
avg(2059),-9.561625,2.1264125,12.1103375,18.435875,17.1910625,8.9597375,-2.162425,-12.6327875,-18.70435,-17.4496875
avg(2060),-9.9462375,-18.7658875,-18.852325,-13.1021875,-1.6999375,9.951775,18.366275,19.3302125,12.7326,1.9584125
avg(2061),-3.7963375,-16.290675,-23.9471375,-22.5296625,-11.8657375,1.9504875,14.121675,22.1281875,20.5027625,9.7949
avg(2062),20.685275,20.00245,13.3894125,1.550125,-11.443175,-21.12475,-20.08995,-13.9938875,-1.733225,10.9123125
avg(2063),-18.300275,-5.804575,8.01915,18.7191,21.6143875,18.1908875,5.6542375,-7.9698125,-18.8426625,-21.3332625
avg(2064),-0.3194625,-13.1065375,-22.54385,-21.6342375,-15.5609,-2.4189,10.310025,19.79275,18.9522875,12.82035
avg(2065),18.9355375,22.079225,16.575,5.0818875,-9.2131125,-17.48175,-20.6654375,-15.2459625,-3.752425,10.6007375
avg(2066),-19.5365125,-10.4790875,4.02805,14.1546875,22.5316125,17.922275,8.961675,-5.463625,-15.7119875,-24.0449375
avg(2067),15.458225,19.272125,15.2838,4.822725,-7.2331,-15.5172,-19.28175,-15.2307,-4.7513375,7.352525
avg(2068),-0.652925,-9.9749625,-18.56465,-17.10275,-14.2181125,-2.2191875,7.0896375,15.6592,14.1015875,11.1792125
avg(2069),-17.129225,-11.085475,1.7925875,10.3925875,18.941425,14.199625,8.0963375,-4.8012125,-13.3355625,-21.8162
avg(2070),13.7977125,1.08825,-9.9633875,-19.8362,-18.129075,-13.793675,-1.157375,9.98085,19.823675,18.074275
avg(2071),-22.5477625,-19.8186,-12.7023625,0.3223375,10.4174,19.5673875,16.85085,9.789125,-3.273175,-13.2965625
avg(2072),5.1697875,14.6471,18.3793375,15.6889,4.7396875,-8.0748625,-17.5209375,-21.258125,-18.5637625,-7.6576875
avg(2073),-15.962325,-6.510725,6.4505875,14.3410625,19.07105,13.5328625,4.1104125,-8.8599375,-16.7098,-21.4681375
avg(2074),-6.2381625,-17.104375,-23.5677125,-19.1647125,-11.03795,2.3641875,13.23255,19.6925375,15.3306,7.1204
avg(2075),19.9231125,19.90075,12.427175,0.1783125,-11.8215875,-18.1477625,-18.161525,-10.6827875,1.52665,13.5865875
avg(2076),-18.6043875,-23.492075,-17.0552,-8.5232125,7.247125,15.446675,20.07705,16.1274125,3.63795,-8.0729125
avg(2077),19.6817375,8.8035625,-4.2867875,-13.8446,-21.0793,-16.03835,-8.3748125,5.7202625,15.453075,21.4422
avg(2078),-3.2363,12.3067625,18.74415,20.2541,12.3354,-0.2354375,-12.1078,-22.2695375,-19.7334,-14.7683875
avg(2079),-8.975,3.907725,13.4306125,18.711275,14.9985375,6.484275,-6.28865,-15.7679125,-21.1760125,-17.1274125
avg(2080),-14.0688625,-22.5375,-20.3231,-13.645675,-0.7861,10.367375,18.3967875,16.705725,9.75265,-3.172925
avg(2081),21.1010875,15.5270875,3.0658,-9.2041125,-17.7489875,-19.4290125,-13.5631125,-1.6050125,11.0433625,19.3279875
avg(2082),7.7473875,-2.8976875,-12.4425125,-18.718625,-18.7065,-9.7784375,0.8967375,10.4182,16.7202875,16.74705
avg(2083),8.34615,16.60425,16.6201,10.7799625,2.246425,-8.68615,-16.994225,-16.9301,-11.1716,-2.5964375
avg(2084),-17.543475,-15.1677125,-5.6416,6.5345375,15.317075,17.462975,15.13435,5.5487375,-6.541675,-15.3893375
avg(2085),18.1438125,17.937925,9.1111375,-1.303925,-12.041925,-20.2066,-19.72525,-11.3674625,-0.570575,9.838925
avg(2086),-13.1580125,-4.1275375,7.6358,16.5722625,16.7800125,12.9134125,3.6967375,-7.8370875,-16.9187,-17.1302125
avg(2087),-5.507325,-14.8902,-18.300025,-17.085,-6.780225,5.4082625,14.69715,18.32625,16.93975,6.8583375
avg(2088),-16.564825,-5.0948625,8.816225,17.596225,20.0710875,13.9399,2.3659125,-11.496775,-20.323525,-22.812625
avg(2089),-5.411175,-14.658775,-20.1725375,-16.2272125,-6.594225,6.711075,16.0606375,21.5814375,17.6563,8.07655
avg(2090),21.2654,19.8103125,11.698525,-1.462525,-14.557225,-22.8861875,-21.3857125,-13.32155,-0.1265,12.933625
avg(2091),16.695125,10.8802375,0.9950625,-10.9977625,-19.5725,-18.7420625,-12.719975,-3.05605,9.0199875,17.542125
avg(2092),-5.249675,6.681525,14.8674375,16.7350375,14.66315,4.9211,-7.1032625,-15.2938375,-17.1052125,-14.947625
avg(2093),-12.5492625,-18.9032375,-17.4339,-7.556875,3.13585,12.4918375,18.7640625,17.4969625,7.4317875,-3.224575
avg(2094),-17.4209,-8.2831125,4.809025,14.1334125,17.3799125,15.3986625,6.16425,-6.720225,-16.234725,-19.31645
avg(2095),-1.544725,-11.4552625,-17.968125,-18.1095875,-9.52815,1.1689375,11.0205,17.591275,17.815175,9.1003125
avg(2096),17.7971125,18.6553375,12.3038625,3.17675,-8.9947,-17.8566375,-18.5557,-12.5192,-3.275025,8.9641625
avg(2097),18.32935,19.0033125,12.5532125,1.9982,-11.3765625,-19.946825,-21.00425,-14.694025,-4.0363875,9.546775
avg(2098),-17.239575,-6.2087375,6.145125,15.48745,19.47745,15.9431875,6.164975,-6.5127875,-16.0242875,-19.6363
avg(2099),-1.9056125,-13.898175,-20.0440875,-19.0066125,-9.7739875,2.41305,13.4959375,20.1651875,19.1905625,9.3252625
avg(2100),10.7432875,0.0588375,-11.6087375,-19.5199375,-18.6667375,-10.7693875,-0.1820125,11.6139375,19.4535375,18.6165
avg(2101),-19.8957875,-18.0438375,-8.85515,2.45635,11.2998875,16.853275,15.1267375,5.9373375,-5.3424625,-14.1762875
avg(2102),7.182575,15.677475,17.4790375,13.4445375,3.5404125,-10.07195,-18.574025,-20.3659375,-16.3733375,-6.4922625
avg(2103),-9.764675,2.1184,11.305525,19.0738125,15.6607625,9.68485,-2.2676875,-11.4090375,-19.15845,-15.806275
avg(2104),15.8868125,12.693875,4.3338625,-6.5125875,-13.97305,-18.8771625,-15.5890375,-7.3077375,3.6224,11.0793625
avg(2105),-10.1169625,-18.3979375,-18.5256125,-14.9453625,-3.9030125,7.1646,15.46705,15.7281,11.9798625,0.989575
avg(2106),-15.836525,-6.3423375,6.31815,15.09,18.45905,13.5522625,3.8531625,-8.681,-17.4422125,-20.925875
avg(2107),-6.438975,-16.38115,-23.0313375,-19.0017375,-11.4252625,2.5214125,12.508125,19.1400375,15.12755,7.595125
avg(2108),20.717275,20.1143125,13.131825,-0.1038125,-10.9127125,-19.0521125,-18.2872375,-11.427225,1.8143125,12.7230125
avg(2109),10.523225,-1.1869125,-10.913225,-18.683,-16.360375,-10.6605625,1.0544,10.8391875,18.601875,16.2154125
avg(2110),-19.1097125,-15.93,-8.40375,2.608875,10.536375,16.1566625,12.9771125,5.4631625,-5.541025,-13.4952375
avg(2111),6.4488125,14.6805,16.363525,12.5826625,2.1011,-9.412075,-17.607625,-19.2612,-15.5444,-4.9767875
avg(2112),15.022725,20.5832375,16.11195,6.1902125,-8.0959125,-17.75015,-23.34905,-18.7975625,-8.9383375,5.2830375
avg(2113),-17.40345,-9.11405,4.0918625,14.663225,22.0362375,18.8613375,10.530725,-2.671,-13.2052125,-20.5509
avg(2114),1.2528375,-12.3622875,-20.8594625,-21.671125,-15.1956125,-2.892975,10.79855,19.2073,20.11195,13.6679625
avg(2115),7.04995,-5.1082625,-14.218225,-19.7718625,-16.9192875,-7.1773875,5.1231375,14.2039875,19.905075,16.830975
avg(2116),-18.306075,-15.7294375,-6.321675,5.2149875,13.69015,15.4776,12.695675,3.415225,-8.1586625,-16.5739625
avg(2117),8.6080125,16.807025,15.4891625,9.3402,-1.27235,-11.55945,-19.613975,-18.356075,-12.359775,-1.5774
avg(2118),18.12945,11.519475,1.5244125,-10.7620875,-19.5263,-20.04145,-13.7483625,-3.2830875,8.4550125,17.84175
avg(2119),-6.226175,5.831975,15.06255,17.4947125,14.6693,6.1660875,-6.43995,-15.2441625,-17.730575,-15.3735125
avg(2120),-13.0425375,-18.9790375,-18.523825,-8.8469,2.935,12.57875,19.381425,18.05665,8.9028,-2.9204125
avg(2121),-6.01765,-15.5915875,-19.647425,-18.40485,-8.9664125,4.1656125,13.3855875,17.7690375,16.5211875,6.8075125
avg(2122),17.6598875,17.77245,9.2115625,-0.93965,-10.5652875,-18.132225,-18.01025,-9.5390625,0.4084375,10.418125
avg(2123),-13.5062125,-3.96535,8.7966,18.0474125,18.6159625,13.3002125,3.9106125,-9.057275,-18.074075,-18.7431375
avg(2124),10.3456375,19.016575,19.0375,12.1760625,-0.155525,-13.010475,-21.8286375,-21.7209,-14.9184375,-2.6176875
avg(2125),-20.2477,-14.7469625,-3.84995,10.1717,18.481275,21.6640875,16.2587125,5.23735,-8.72035,-17.022175
avg(2126),8.8186125,-5.0893625,-15.9279375,-23.365575,-19.7022625,-10.472825,3.5173625,14.3285375,21.777025,18.1576
avg(2127),9.4499125,18.420575,19.2445875,13.1605125,0.9427125,-12.10095,-21.1323875,-21.974575,-15.8918125,-3.7645125
avg(2128),-20.5578375,-15.3707125,-4.837075,8.975075,17.9881125,21.974625,16.8297375,6.326925,-7.50535,-16.5074
avg(2129),9.6276875,-4.20755,-15.25785,-22.9987875,-19.9091,-11.2560125,2.5838875,13.6138375,21.376375,18.41305
avg(2130),6.4339375,-7.3998125,-16.8603875,-22.591625,-18.6863875,-9.2241375,4.570725,14.133925,19.8495,16.036875
avg(2131),13.953075,21.1723125,18.539725,10.5080625,-1.875725,-12.5237625,-19.6860375,-17.139175,-9.1113125,3.2034625
avg(2132),-21.5488375,-15.376425,-3.711425,10.033025,18.50915,20.0351,13.8248375,2.1576375,-11.560125,-20.09845
avg(2133),-14.25625,-4.1932875,7.2556,15.776575,16.512225,12.4558125,2.1653375,-9.1951375,-17.7678625,-18.585875
avg(2134),-5.2017125,-13.8318,-17.3706,-15.21865,-6.404025,4.60905,13.5644,16.858025,15.075375,6.0436
avg(2135),18.4887,17.1882,9.3240625,-1.437575,-11.37605,-18.5402375,-17.3173875,-9.32955,1.178025,11.3749
avg(2136),-6.861525,-15.8907875,-19.4070875,-16.5048375,-7.0071125,4.8053375,13.8993875,17.482775,14.4197,5.1755875
avg(2137),16.9945625,15.5580625,8.39495,-2.0090375,-11.537175,-17.2633125,-16.030575,-8.6722625,1.5368375,11.204575
avg(2138),-12.167025,-1.73015,9.245125,17.0865125,17.5526,11.8850125,1.6709625,-9.5834625,-17.116025,-17.9046875
avg(2139),-18.482975,-21.2104875,-16.070375,-5.9218875,7.85575,16.5395,19.0072875,14.3300875,3.613925,-9.6362625
avg(2140),17.1474625,7.6094125,-4.628,-14.3766625,-19.690025,-17.3482625,-7.9333,4.1780875,14.1111875,19.0775625
avg(2141),-0.5145875,11.97755,19.35055,19.3876375,11.189,0.2271,-11.891125,-19.54915,-19.1996625,-11.30105
avg(2142),-10.2717875,2.954425,14.210675,20.275575,17.500475,7.5662375,-5.6923875,-16.8937,-23.0314125,-20.146375
avg(2143),-12.4554,-19.401875,-18.8171125,-10.5218375,1.44065,13.8989125,20.810675,20.253825,12.0058625,-0.0320625
avg(2144),20.7920375,14.917575,3.533975,-10.65765,-19.7186125,-22.4144125,-16.459325,-5.1545625,9.07435,18.097775
avg(2145),-12.5037875,-1.7668125,9.93165,17.9846375,18.095775,12.5448625,1.76225,-9.895325,-18.00645,-18.11505
avg(2146),15.503125,14.49875,7.477375,-2.5593125,-11.850875,-18.499725,-17.446425,-10.459425,-0.3991,8.8855125
avg(2147),-7.3749125,-16.17845,-19.5095625,-16.7185125,-7.3816,4.4492125,13.219725,16.6705375,13.866425,4.531675
avg(2148),14.362675,18.570775,14.607,6.5186875,-6.7718875,-13.3487375,-19.421375,-14.7124,-5.478775,5.86175
avg(2149),1.724525,-10.51125,-16.3450875,-18.81555,-13.0620375,-4.2182375,7.046275,14.33535,14.1196875,11.578175
avg(2150),-19.2184125,-10.7996875,-0.974775,9.7872125,17.229,14.817625,9.306375,-2.8395,-11.8823125,-20.7341125
avg(2151),7.5499875,16.7799625,19.6865,14.938125,3.4054125,-10.2934,-19.5457875,-22.3915625,-17.6669,-6.1591375
avg(2152),-20.5356,-16.7624375,-6.7047375,6.2718625,16.567925,21.9303,18.2200125,8.0882625,-4.8773625,-15.072575
avg(2153),11.4793625,-1.0490375,-13.750075,-21.912475,-20.920125,-13.0266375,-0.52955,12.1731,20.3636625,19.304275
avg(2154),-1.340375,11.1334875,19.9650125,17.80945,10.5949125,-1.417525,-13.7720875,-22.8343,-20.4833625,-13.4112
avg(2155),-17.879175,-19.071725,-13.6497,-2.0855625,11.6630375,19.213975,20.5401125,15.1634,3.46245,-10.19125
avg(2156),17.7477625,6.8845,-7.1927875,-16.448775,-23.34125,-19.21465,-8.6200125,5.6358125,14.820825,21.7869125
avg(2157),-20.1853875,-23.66795,-16.8245875,-7.3457375,9.0613125,16.8129375,20.6118625,15.2747625,2.4612125,-9.7005625
avg(2158),20.176125,7.979,-5.6033625,-15.235825,-22.342025,-16.143125,-8.0518875,7.8295875,16.4920875,22.750975
avg(2159),-1.3766625,13.7664125,19.8751125,20.09635,11.026375,-2.229725,-13.4421875,-23.5823375,-19.176425,-13.7382125
avg(2160),18.022025,8.881275,-1.7417,-12.1834125,-19.62005,-19.8783375,-10.9610375,-0.254675,10.2028125,17.6311875
avg(2161),-4.22495,8.0737375,16.4012875,17.658275,12.02785,3.8080625,-8.418025,-16.8641125,-17.9198875,-12.4046875
avg(2162),-14.9254,-18.4378625,-16.2993625,-7.3231,5.888825,14.7878,18.4263125,16.3673625,7.1043625,-5.884725
avg(2163),-15.4657875,-19.2762875,-18.0631,-7.6176125,4.7057875,13.21095,17.35805,16.2555125,5.3516375,-6.4374125
avg(2164),16.7938875,8.2825125,-0.8907875,-10.657,-18.3130625,-16.7296875,-8.961675,0.6755125,10.207725,17.9611375
avg(2165),-3.23985,9.271975,17.630825,17.444425,13.051775,2.9810375,-9.1099375,-17.9873375,-17.132125,-13.4172875
avg(2166),-20.97255,-13.6095625,-0.8061125,11.0681875,19.5489125,18.2202875,10.7820125,-2.0607625,-13.793875,-22.3856875
avg(2167),3.38615,-9.6492375,-18.02,-19.5897,-13.6658125,-1.8853875,11.149475,19.5578,20.9472125,15.0752625
avg(2168),15.5644375,21.304575,17.04195,7.1375875,-7.0565,-17.2245875,-22.888725,-18.5884,-8.6320875,5.6296125
avg(2169),0.547575,11.51285,18.5246375,18.074175,9.1472625,-2.505925,-13.5410125,-20.458375,-20.076425,-11.223625
avg(2170),-17.697275,-18.461725,-12.79505,-3.0578875,8.8879375,17.309475,18.1549375,12.4372875,2.79855,-9.192675
avg(2171),15.988125,5.9819875,-6.5252125,-15.8825125,-19.1305125,-16.0696,-6.09745,6.429625,15.774875,19.129675
avg(2172),-4.41175,-13.499675,-21.314225,-17.8761125,-10.857675,0.494675,12.6954625,16.88225,17.6573,7.9407
avg(2173),16.5313125,17.4222125,12.318,-1.072375,-11.8287375,-21.24225,-21.7945375,-14.6019,-4.74265,9.6250125
avg(2174),-13.7292375,-4.6555875,8.7170625,18.224825,21.0967,17.9435375,5.32685,-6.378175,-16.72235,-20.320725
avg(2175),16.9679,16.25135,11.4088,-0.6474125,-10.79205,-19.4148625,-18.5487375,-13.7942875,-1.8236125,8.5238375
avg(2176),-17.648475,-6.3539375,8.9182875,17.4652375,21.303875,13.8385875,2.4109375,-12.7472625,-21.3337625,-25.2642875
avg(2177),-7.984925,-14.8462,-20.6843,-13.2148125,-5.257375,9.7318875,16.5646125,22.4553625,15.058175,7.0069875
avg(2178),13.0784625,20.4915875,17.5817625,8.8171375,-4.5824125,-15.779875,-23.3113625,-20.2716125,-11.549025,1.8820125
avg(2179),-18.8570875,-11.5268125,0.54395,12.870225,20.660625,20.22795,12.9730125,0.823525,-11.441225,-19.2267
avg(2180),4.899475,-9.6558875,-18.722375,-22.6348875,-17.5102375,-6.4895,8.118025,17.1424,21.0460375,15.8998375
avg(2181),13.105075,4.3438375,-10.6373375,-16.6694625,-20.02545,-14.452225,-2.762575,9.1527625,18.210825,18.0814125
avg(2182),-18.2449875,-18.99015,-12.710425,-1.89515,8.1352125,16.840025,14.0266875,10.8331875,-1.1616625,-11.0156125
avg(2183),3.0709375,11.16985,18.455525,13.132225,6.859975,-6.407725,-13.635325,-21.108775,-17.457475,-8.0087125
avg(2184),-15.585425,-20.566875,-16.6836125,-6.436275,6.8749375,15.5062625,20.6231625,16.710025,6.4883375,-6.80825
avg(2185),-4.6074875,8.0276,17.565275,18.2111875,13.869675,1.7163125,-10.962175,-20.4961125,-21.1482875,-16.9579125
avg(2186),16.3600625,9.584575,-3.02265,-13.400225,-22.2184125,-19.2333625,-12.5699,0.0893125,10.3973375,19.42395
avg(2187),-10.9163,2.947375,14.4053375,20.7725125,17.7927375,8.7197625,-5.0465625,-16.5731125,-22.8646625,-19.8458625
avg(2188),-14.9268375,-23.435425,-23.6897875,-15.5249375,-2.6470625,11.0791375,19.5060125,19.885825,11.600325,-1.283325
avg(2189),24.3816375,17.9030625,5.7054625,-9.2275875,-18.7705875,-22.5886875,-16.1260875,-3.9769125,11.0115875,20.5272
avg(2190),-17.39595,-19.9828625,-16.769625,-6.2673,5.9416875,15.028375,19.026025,13.129575,5.251075,-8.832125
avg(2191),15.4047125,7.5809625,-5.1364625,-16.5823,-22.0438625,-20.2827125,-11.4337625,1.7436125,12.1199625,19.4313
avg(2192),1.6944125,12.0215,20.80555,20.656825,12.7711625,1.3006875,-11.4644375,-17.89605,-19.4146125,-11.45925
avg(2193),-13.8741875,-20.3007375,-18.0730625,-9.1179625,2.913475,13.8170625,20.372,17.926875,9.1144375,-2.9106875
avg(2194),-8.2250875,4.525225,12.40455,17.61545,13.680525,5.2457875,-7.4436625,-15.319625,-20.5775375,-16.7208125
avg(2195),17.4765125,10.770375,1.3250375,-11.8557125,-18.6986125,-20.2995625,-13.8431,-4.1595875,8.912425,15.854175
avg(2196),-19.767325,-19.2217625,-11.2824,-0.0386625,11.791575,19.7715375,19.1754125,11.30315,0.0267375,-11.7729125
avg(2197),2.5967,12.3095,17.80945,15.80665,6.440625,-5.5271,-15.2634375,-20.803825,-18.779125,-9.3967875
avg(2198),14.420975,4.0386125,-9.6753,-19.041075,-21.4055125,-17.3778625,-6.919875,6.7814875,16.1452,18.6026375
avg(2199),12.16825,0.8395375,-10.7999375,-18.913725,-20.0502875,-14.3581375,-3.1751875,8.5505875,16.652975,17.8426
avg(2200),5.1259875,14.4662,19.2111625,13.9443625,4.6422125,-9.011425,-18.3219,-23.0886375,-17.8286875,-8.558525
avg(2201),-20.1095375,-17.036725,-9.2123125,4.5332625,14.696525,21.84095,18.8454125,10.9785,-2.7366375,-12.9006875
avg(2202),18.5987875,17.250225,9.0263375,-1.8287625,-11.732875,-18.5426625,-17.329975,-8.9928375,1.8545,11.7030375
avg(2203),-7.1304625,-15.8029125,-19.4201625,-16.97475,-7.66015,4.2431375,12.8733,16.46765,13.9696375,4.728675
avg(2204),-15.094175,-4.8792,7.46825,16.2624125,17.0795,12.0391,2.012375,-10.439,-19.1558125,-19.8810875
avg(2205),17.1681375,12.581475,2.91895,-9.1790875,-17.9186,-19.350525,-14.56955,-4.7595125,6.9426875,16.1499125
avg(2206),-6.9157375,4.520125,13.612625,17.0704625,15.015275,6.7970375,-5.1331375,-13.7348625,-17.4136125,-15.4866375
avg(2207),-11.1365125,-18.1575,-17.7968,-9.5238,1.1477,10.97615,18.3145625,17.3624,9.6410875,-1.2958375
avg(2208),10.3096875,-1.92355,-10.9804625,-19.2320875,-15.925875,-10.261175,1.809475,11.009675,19.2649125,15.87345
avg(2209),-18.9935375,-15.8047875,-7.6837875,3.156725,10.7551,15.9808875,12.91075,4.7048,-6.0473375,-13.7001125
avg(2210),6.788725,15.4327125,15.7489375,12.5273375,1.380175,-9.73165,-18.3292,-18.565975,-15.5303875,-4.2295
