,0,1,2,3,4,5,6,7,8,9
avg(4018),1.61935,-10.8689875,-19.926275,-22.2482375,-16.3345375,-5.50335,7.0201125,16.0674625,18.448475,12.412125
avg(4019),16.6282375,21.8203,17.4950875,8.277475,-5.5091625,-14.928175,-19.97685,-15.7522,-6.574275,7.359625
avg(4020),-0.35725,10.51015,17.9092,17.1288625,11.382725,0.1298125,-10.63895,-18.1061375,-17.2592375,-11.6095125
avg(4021),13.2845875,6.541125,-4.531325,-12.8425125,-19.3569875,-16.2141,-9.505,1.627675,9.8905,16.4404375
avg(4022),-16.649075,-20.1537,-15.8836375,-6.510525,5.9345875,13.69085,17.2779875,12.93445,3.58015,-8.8388375
avg(4023),10.7290625,18.2120375,17.2720125,10.296475,-2.1371875,-13.0858625,-20.596625,-19.56945,-12.66505,-0.232025
avg(4024),-23.3316875,-16.723,-5.424175,7.7946875,17.07545,19.41125,12.825325,1.4999375,-11.681925,-20.8934125
avg(4025),8.0798875,-6.3627,-15.980625,-20.8613875,-16.1247375,-6.290275,8.1263,17.704075,22.7160875,17.8111375
avg(4026),-7.8449625,-16.302225,-21.7018,-16.2551875,-7.932575,5.353475,13.9667,19.20495,13.9697125,5.4360625
avg(4027),18.4508875,16.3795,8.42875,-4.202475,-15.8477875,-22.2452125,-20.411225,-12.2545875,0.26405,11.9368
avg(4028),-11.946625,-0.6909625,12.8323625,19.320425,21.6387875,13.6385375,2.4844,-11.0492,-17.644825,-19.720375
avg(4029),-15.68115,-21.3134,-17.2491125,-8.975,4.0713875,13.2841,19.0700125,14.8483625,6.73925,-6.377025
avg(4030),17.2527375,9.1293125,-2.507775,-14.962975,-21.782875,-21.002525,-13.0594625,-1.3800125,11.1258625,17.775125
avg(4031),-2.2376875,11.758875,18.7338125,22.0110375,14.6452125,3.9359125,-10.0378625,-16.8915125,-20.3476875,-12.7763875
avg(4032),5.293125,-8.9523875,-17.800725,-22.4871,-18.106025,-8.1116625,6.1520125,14.94745,19.7147875,15.4935875
avg(4033),14.721375,21.49875,18.2123375,9.3080375,-3.2864875,-13.3203375,-20.0705375,-16.710525,-8.0558875,4.5703625
avg(4034),-20.9515875,-13.901875,-2.2917875,11.100875,19.182375,19.4538,12.36095,0.751525,-12.4618125,-20.765925
avg(4035),-14.3161625,-20.752025,-19.5398375,-10.152575,1.3608,12.3671625,18.81035,17.517675,8.0625375,-3.4734
avg(4036),17.81755,11.7323875,2.2708375,-10.1251,-17.3869625,-18.17185,-11.992075,-2.4993875,9.840875,17.12645
avg(4037),-6.0206125,7.158,15.9570625,19.5266625,16.0263375,5.823225,-7.3592,-16.1199625,-19.54155,-16.0977
avg(4038),13.0262625,17.63665,15.2235375,6.0540125,-6.0230125,-14.9564875,-19.5159125,-17.5215875,-7.8455,3.7371375
avg(4039),-16.645475,-9.5205375,0.47375,10.1708875,17.3177875,16.27315,9.1564625,-0.6383625,-10.6657,-17.5993
avg(4040),3.0212375,-8.8588875,-16.8676125,-17.7881125,-13.1431625,-3.168925,8.6587625,16.872825,17.62045,13.2328
avg(4041),-1.9376375,-14.1239375,-21.2041125,-20.61825,-12.4275,-0.846075,11.3509,18.4178625,17.8919875,9.7850125
avg(4042),18.0454125,20.2734625,14.3054625,3.8356375,-9.1971625,-16.616475,-18.86975,-12.916525,-2.5134375,10.5480125
avg(4043),-18.5659875,-8.586575,4.914075,15.383975,20.84955,17.0384625,7.0649625,-6.405525,-16.853475,-22.4299125
avg(4044),12.9339,19.7723625,14.86535,6.5353875,-5.75215,-13.4953,-18.57035,-16.5219375,-5.23305,4.889325
avg(4045),2.5703,-9.824375,-16.108375,-17.3750625,-14.693725,-4.2410375,5.7748,14.1594625,13.7895375,11.5137
avg(4046),-18.2125375,-11.928575,-0.59625,8.7876125,17.9652125,14.4318,8.9470875,-1.75405,-12.3697625,-19.748975
avg(4047),-18.4821625,-22.4331625,-17.524125,-7.037775,6.701725,15.8585625,19.505575,14.898925,4.43025,-9.5387875
avg(4048),18.64735,9.166225,-2.9622,-13.6511875,-19.5678125,-17.185975,-7.6038375,4.243725,15.1900875,20.9967125
avg(4049),-2.3816375,11.6365375,19.2914375,19.9709375,12.3367,0.642125,-13.1426375,-20.8507125,-21.747,-13.728775
avg(4050),17.875,8.87185,-1.5405125,-12.5497375,-19.0247625,-17.9400625,-8.7787625,1.5338875,12.6267,19.0266
avg(4051),-15.080675,-19.357525,-17.03935,-7.6343,3.7718375,12.134325,16.2826375,14.105575,4.689825,-6.7621875
avg(4052),-4.886875,8.2588,15.8732875,16.875425,11.4202125,1.979725,-11.1656,-18.8065125,-19.7774625,-14.277325
avg(4053),14.282375,17.8015,14.3440125,5.005275,-7.8961625,-16.314375,-19.747275,-16.3110625,-6.9901125,5.9204125
avg(4054),-16.9218625,-8.563575,1.9951125,11.6668875,17.642225,16.5899625,8.1744125,-2.3355875,-12.0609625,-17.9661125
avg(4055),2.0603125,-10.3086125,-17.850375,-18.52485,-11.8642375,-2.14415,10.1908375,17.7266375,18.4961,11.7112125
avg(4056),-19.7849375,-17.2893,-7.62425,5.439675,13.9404125,17.86105,15.250425,5.629375,-7.42185,-15.9321
avg(4057),8.4857875,-1.7784125,-11.6762125,-18.4650625,-17.3543,-8.8642,1.4528375,11.2693375,18.119725,16.989025
avg(4058),9.797025,17.709575,18.0799,12.108525,2.6572375,-9.922075,-17.7554,-18.082,-12.2468,-2.7477625
avg(4059),-18.657125,-7.40715,7.2093875,17.0265,20.33255,15.9203625,4.6483375,-9.8115,-19.762725,-22.978775
avg(4060),-4.389575,-15.371675,-21.0055125,-18.3831125,-7.5867375,5.770175,16.7328625,22.4703375,19.8651,8.9953375
avg(4061),20.5055875,20.27665,11.630875,-0.136875,-13.625025,-22.1173625,-21.7591,-13.364725,-1.459075,11.9765625
avg(4062),-16.1859375,-21.3754125,-17.278275,-8.8285875,4.4036,13.8487125,19.09935,14.9392,6.5087625,-6.7129375
avg(4063),17.3727125,9.118,-3.244675,-15.0400125,-22.267775,-21.268975,-13.069775,-0.6735125,11.1508875,18.4469625
avg(4064),-1.8440375,11.8972,19.6241,22.035275,14.8548625,3.5898875,-10.1518875,-17.8110625,-20.246025,-13.15875
avg(4065),-16.6604875,-8.6554875,4.6416,13.7566875,18.450925,14.64685,6.3445,-6.8253125,-15.9253875,-20.7001625
avg(4066),-3.8236625,-14.4503125,-22.198925,-20.503575,-12.950875,-0.1743625,10.63295,18.286025,16.6377,9.086325
avg(4067),19.4004,21.0960125,14.342375,2.8900875,-9.4390375,-17.7447,-19.28225,-12.569825,-1.154725,11.2511
avg(4068),-18.6285,-14.514975,-4.061925,8.3359875,16.78095,18.6516875,14.5037875,4.0723125,-8.3199125,-16.759525
avg(4069),7.0914125,15.14675,15.1495875,9.9606,0.004125,-10.0550875,-18.0905625,-18.1114375,-12.930925,-2.9443
avg(4070),6.5043375,-4.7742,-13.8515,-19.6022875,-17.41025,-9.4364625,1.8860375,10.9181375,16.778575,14.5246125
avg(4071),-22.986075,-18.2985625,-6.8677875,7.1305875,16.6278,20.2308625,15.6437625,4.1757625,-9.8365625,-19.3676125
avg(4072),8.9682625,-4.2086125,-14.748525,-21.0226125,-17.41895,-7.57405,5.583075,16.2010875,22.4258375,18.905425
avg(4073),12.0986,20.4816375,19.792875,12.418925,-0.31925,-13.59395,-22.0919,-21.390075,-13.9395625,-1.28895
avg(4074),8.2753625,16.6999375,18.197975,12.1237375,1.0713625,-10.5829125,-18.9664875,-20.3449875,-14.27345,-3.1876375
avg(4075),-23.0925375,-17.9787125,-8.4622375,5.4092875,15.03475,19.151125,14.0752375,4.4027875,-9.378675,-18.9845125
avg(4076),10.5187875,-3.0733875,-13.2690625,-19.6862875,-17.05335,-8.6594625,4.8326,15.0928875,21.48335,18.7718375
avg(4077),-9.8854625,3.0336,12.55,18.6379,15.24755,7.59695,-5.301625,-14.7969625,-20.9183,-17.4801375
avg(4078),-13.6124,-21.5082,-20.9376875,-14.1499,-1.855725,9.72605,17.5966,17.0729625,10.29875,-2.0872125
avg(4079),21.5740125,15.3767625,4.5642125,-8.4993875,-16.828075,-19.823975,-13.6465875,-2.8856375,10.2164375,18.6005625
avg(4080),-14.8437375,-19.3691375,-17.52385,-7.8684125,3.7256875,12.7147875,17.6496625,15.1077375,6.20715,-5.57285
avg(4081),16.0129625,9.3069875,-0.5929625,-10.6616625,-17.3455375,-16.6160125,-9.6644625,0.45785,9.8497,17.36945
avg(4082),-3.0483,8.3535875,16.8530625,17.639575,13.0083375,3.3265875,-8.7096875,-16.7490875,-17.591125,-13.6290625
avg(4083),7.3502375,16.3277125,20.527225,16.8751625,6.123225,-7.4231375,-16.4386625,-20.482125,-16.8437375,-6.08295
avg(4084),12.6753875,1.0676625,-11.068375,-20.0889625,-20.37375,-15.5897625,-3.96625,8.192975,17.177775,17.4471125
avg(4085),-22.851825,-20.3925875,-12.6034875,-0.0119625,10.9995125,19.99975,17.5831375,9.5775,-2.9545875,-13.9671625
avg(4086),-19.07495,-11.2661125,-0.0465875,10.6005375,17.485775,17.08635,9.240675,-1.9269,-12.74855,-19.3594625
avg(4087),2.9080625,-8.403925,-16.466625,-17.69515,-12.915675,-3.2183125,8.088575,16.071925,17.498125,12.4358875
avg(4088),14.968975,18.6205375,15.7006125,6.5107875,-5.3428875,-15.086525,-18.6884,-15.7640625,-6.6131875,5.337925
avg(4089),15.6313625,6.30405,-7.3790875,-17.665175,-22.7577875,-17.982575,-8.8057875,4.9746875,15.269525,20.4732625
avg(4090),0.5215125,12.2246125,20.088325,17.5685875,10.0161625,-4.369625,-16.146125,-23.7921125,-21.540075,-13.9784
avg(4091),-19.6623375,-21.0804875,-14.0942125,-0.471975,12.3743375,21.349275,23.02105,15.6859,2.3367375,-10.6352
avg(4092),11.5401625,18.4712,16.429675,11.3369875,-1.6433125,-10.408975,-19.555075,-15.823225,-10.91955,0.7621625
avg(4093),5.851475,-6.13995,-12.90415,-20.1105875,-15.1446875,-8.7978,2.7723375,10.50255,15.8529375,13.912725
avg(4094),-20.4630875,-14.7310875,-5.717775,6.9665375,14.53785,16.4498125,13.3589375,1.6358875,-8.8996875,-18.431875
avg(4095),15.9973875,19.7360125,14.2461625,3.7578375,-10.1769375,-18.7714375,-22.4708875,-16.879825,-6.3998,7.4953625
avg(4096),-16.1692375,-7.865475,5.4807,14.6347875,21.237775,17.6331625,9.2936625,-4.1154125,-13.2471625,-19.795575
avg(4097),-0.1214375,-13.1848625,-22.1569125,-21.4869625,-14.2460125,-1.470125,11.6513875,20.5661625,19.9201,12.682425
avg(4098),11.8828875,18.30275,15.9759375,8.9706875,-4.2629625,-14.02985,-20.9136125,-18.196925,-11.3767375,1.8558375
avg(4099),-23.134675,-15.088475,-1.5778875,10.894675,20.0584625,19.03995,11.5689375,-2.4164375,-14.744525,-23.80375
avg(4100),3.3258,-9.7638625,-17.7682375,-19.7708625,-13.0037375,-1.5756,11.4397,19.5428375,21.591025,14.690625
avg(4101),20.152475,14.6987875,3.2481,-10.718775,-20.1043375,-22.9572,-17.387425,-6.0437625,7.9860375,17.3230625
avg(4102),-7.5818625,6.14795,16.5834875,22.3646,18.7222125,9.036175,-4.78025,-15.1626875,-20.9282375,-17.2414
avg(4103),-14.0934,-22.60525,-21.62435,-13.5242125,-0.4169125,12.5315125,20.9872125,20.1075625,11.977525,-1.1552125
avg(4104),11.1372375,17.8709625,16.1396875,8.73185,-2.5135375,-13.2907,-19.5659125,-18.3743875,-10.5131625,0.4390375
avg(4105),-16.9651625,-12.492175,-2.0014375,8.24365,16.3166875,16.51335,12.1032625,1.764725,-8.6574625,-16.4692125
avg(4106),5.2815625,-6.0520125,-15.3533375,-18.5718125,-15.7291125,-5.25615,5.6438,15.2853625,18.2498375,15.429925
avg(4107),-12.466625,-19.5285375,-19.7976,-12.2911625,-1.1229875,10.057375,17.3694375,17.2801125,10.120625,-1.326
avg(4108),19.3000875,12.349575,2.44745,-11.1292625,-20.134475,-22.9816,-16.4031875,-6.2498125,7.20895,16.2135875
avg(4109),-6.6587,7.5586875,16.99675,21.603975,17.795075,8.2766625,-5.8326875,-15.123275,-19.9409,-15.89215
avg(4110),14.2498,4.54135,-7.6466375,-16.3223,-19.8285125,-16.4348625,-6.44425,5.4631625,14.4381625,17.7373875
avg(4111),2.3371125,11.8696625,17.49545,15.7676125,7.9208625,-2.656625,-12.2679875,-17.690125,-16.3632125,-8.1174125
avg(4112),-17.4349375,-17.5942125,-11.3637,-1.1754,10.1228,17.50075,17.4545,11.2583,1.2652625,-10.2321125
avg(4113),-1.4603375,-11.5475125,-18.9952125,-18.2462375,-11.337125,-0.478325,9.443975,17.07655,16.3278125,9.2586625
avg(4114),15.874325,16.5007875,12.6526125,2.937375,-7.66795,-16.2887,-16.778675,-13.1024,-3.244525,7.369025
avg(4115),-15.9965125,-6.4613125,4.97145,14.2756625,18.1008375,15.9074875,6.387775,-4.9875625,-14.4291375,-18.1144
avg(4116),-20.156725,-9.5725125,4.6982875,15.3341375,20.4453375,17.40205,6.856475,-7.37645,-18.0892125,-23.1455
avg(4117),-1.5404,-13.5416875,-20.3475625,-19.0470125,-9.3889875,2.9662625,14.9182125,21.8842625,20.4892,10.8066875
avg(4118),19.1330375,20.6516625,13.716175,2.5069,-11.7981625,-20.7150875,-22.1650625,-15.4217375,-4.0476875,10.2267875
avg(4119),14.6131125,20.61285,17.68005,7.755625,-4.5487,-14.629,-20.6756,-17.821125,-7.7972625,4.4678125
avg(4120),4.3327625,-8.9048125,-16.46815,-20.2853875,-16.1189125,-7.28795,5.934375,13.5174375,17.270525,13.2371
avg(4121),-20.1371375,-12.615975,-2.846675,9.7679375,16.7322,17.2008625,9.7090375,-0.004325,-12.6620375,-19.6602
avg(4122),-20.989475,-16.2265875,-7.7997125,5.0088125,14.115175,18.5544875,13.9103375,5.4467625,-7.365825,-16.4176375
avg(4123),8.8025375,-4.56015,-15.029025,-22.2094375,-19.7132625,-12.6614875,0.5727,11.1475,18.3032875,15.8546375
avg(4124),11.7111,19.668175,20.8021375,14.042925,1.7439,-9.9613,-17.8757625,-19.0662625,-12.314275,-0.071825
avg(4125),-19.558925,-14.2907125,-4.126475,7.918575,15.7002125,17.5925375,12.29305,2.1220125,-9.9404625,-17.6748375
avg(4126),6.2133,-5.095625,-13.8336,-17.916125,-15.0958375,-6.5482375,4.709875,13.4947125,17.605025,14.6810125
avg(4127),11.9165375,18.443325,17.3720875,9.6457625,-1.1187,-12.0661125,-18.488875,-17.445775,-9.76405,1.128975
avg(4128),-16.4331375,-10.677775,1.243875,11.463325,18.7654375,17.6512625,9.72845,-0.7436875,-11.88355,-18.587025
avg(4129),10.6818,15.852275,13.6822125,4.667225,-5.1772375,-14.2518,-18.5021125,-16.35105,-8.46195,3.0157625
avg(4130),1.6099125,-9.3605875,-18.5723375,-18.744225,-15.628775,-5.1120375,7.0145875,14.7808125,17.2207125,11.673975
avg(4131),14.2312125,19.91215,15.7428,7.0584375,-5.8715,-14.265775,-19.9020625,-15.7167125,-7.0725125,5.933675
avg(4132),1.14025,-9.59425,-17.3380125,-18.209425,-14.3395625,-4.0762875,6.66865,14.393375,15.282275,11.339625
avg(4133),-18.6116875,-13.0506,-0.623625,9.305275,18.2117625,15.7455625,10.1123125,-2.30255,-12.2490375,-21.0648
avg(4134),12.141325,-0.51845,-12.934425,-21.736125,-21.4258375,-14.7922375,-2.11405,10.3002,18.994925,18.67785
avg(4135),10.2463,18.4305,21.4162,15.6670625,4.63005,-8.9177375,-17.056425,-19.97155,-14.1115875,-3.1415375
avg(4136),-23.2059,-18.892125,-9.920225,4.26935,14.6567375,21.6260375,17.2763875,8.30185,-5.9509875,-16.2364
avg(4137),-17.838275,-15.6441125,-5.4439625,6.3058625,14.707625,17.841225,15.601475,5.4205375,-6.2736375,-14.740675
avg(4138),7.118775,14.8273375,14.144725,10.22315,0.33335,-10.0912125,-17.77235,-17.1242625,-13.169325,-3.3205625
avg(4139),7.7619375,-3.1236875,-13.165825,-20.9878125,-18.9393875,-10.7120625,0.183925,10.237625,18.0423125,16.1345875
avg(4140),14.061375,20.089425,16.500775,7.187275,-6.7010375,-16.78845,-22.8477875,-19.1577625,-9.9698,3.9397375
avg(4141),-18.0208375,-9.997125,2.484125,13.9040375,21.3398375,19.4732875,11.3974375,-1.0712375,-12.4240375,-19.9028
avg(4142),2.75,-11.0760625,-19.7624625,-22.0077125,-15.8688125,-4.38155,9.552875,18.1086375,20.458075,14.3395125
avg(4143),0.3509875,11.803425,20.1879375,19.3289,10.6616,1.1911125,-13.291,-18.1913125,-21.250375,-10.3436375
avg(4144),14.9492875,6.7587,-3.833125,-14.5275,-19.291325,-19.777225,-9.2267875,0.875125,11.6079125,17.370325
avg(4145),-17.758525,-19.872775,-17.1959125,-6.066125,6.40175,15.2658,17.952725,12.2978625,4.9667,-10.7528625
avg(4146),-20.5711,-15.0644625,-5.242325,7.543375,15.45195,18.334825,12.5980375,2.8186,-9.879725,-17.8031375
avg(4147),6.329725,-7.20865,-17.0889875,-22.8600875,-18.6056125,-10.2462,3.466775,13.2308625,19.00735,14.6640375
avg(4148),13.601175,20.8986,20.0057375,11.91045,-0.76595,-11.9286375,-19.127725,-18.153775,-10.175125,2.6095875
avg(4149),12.5434875,2.152675,-9.874925,-18.08415,-20.34555,-14.775925,-4.3437125,7.6648625,15.9247625,18.1176625
avg(4150),3.937025,13.50415,19.1487375,14.2618625,6.1133625,-7.91575,-17.420025,-23.0140625,-18.16015,-9.9197875
avg(4151),-19.499925,-17.6122625,-10.1278375,3.4483125,13.6841625,21.349875,19.3429,11.8268375,-1.7386125,-11.9929625
avg(4152),-21.168575,-20.6721375,-13.7032125,-1.6397875,10.4927375,18.395,17.9488875,11.00195,-1.0926125,-13.2366625
avg(4153),15.342975,4.6033875,-8.2304625,-16.3111,-19.068175,-13.8653875,-3.2098875,9.6352875,17.7571,20.51865
avg(4154),3.86865,14.5430625,21.0319375,17.32935,7.986475,-5.475775,-16.14685,-22.6222,-18.8769125,-9.546825
avg(4155),-0.8394125,10.3230125,17.598025,17.78035,10.31535,2.0592625,-11.2744,-16.4856125,-18.3362625,-10.860925
avg(4156),14.2164,5.70675,-3.2813,-13.7626125,-18.1950125,-18.0128125,-8.9360375,0.9604875,10.100925,16.478875
avg(4157),-16.807575,-19.15745,-17.4078125,-6.8466125,5.2965125,13.5031375,17.5956125,12.686875,5.2775625,-8.9923
avg(4158),-9.191675,-16.9894625,-19.443175,-15.2879,-5.65315,7.1583875,14.9822625,17.48585,13.2667875,3.661975
avg(4159),17.5092875,15.7786875,7.0321875,-3.9102,-12.8193625,-17.8603,-16.17435,-7.4222125,3.5301125,12.430125
avg(4160),-10.276925,-0.5294,11.01565,18.167025,17.63905,10.1207125,0.457875,-11.15925,-18.221175,-17.7042125
avg(4161),20.7492,18.7812125,12.0123125,-1.112075,-12.0607375,-20.7274875,-18.8071625,-11.976975,1.096775,12.0953875
avg(4162),-6.0801125,-16.0328125,-22.0020875,-18.8371375,-9.7464,3.1938875,13.081075,19.029325,15.8416875,6.7696625
avg(4163),-17.81895,-5.99075,6.92565,17.0252,19.0705375,14.8422,3.1046,-9.826725,-19.8813125,-21.8933375
avg(4164),-16.60485,-6.1961125,7.6835375,16.1194,18.6308625,13.9070375,3.379975,-10.3958875,-18.903175,-21.4166875
avg(4165),-6.30815,-14.9199125,-21.642,-16.799075,-6.98435,7.79905,16.5045875,22.95725,18.2765125,8.3546875
avg(4166),21.2445875,18.0415375,10.0729375,-3.0389875,-14.314675,-22.941275,-19.6696125,-11.5217875,1.4913,12.8577875
avg(4167),-19.442175,-17.4199,-7.3455375,5.8846,14.9398,17.549475,15.4497625,5.1415125,-7.6851875,-17.094025
avg(4168),7.9206125,-2.3419875,-11.7287875,-17.9246125,-17.1931375,-8.480225,2.148125,11.193225,17.6134125,16.907825
avg(4169),9.858375,18.4775125,18.316575,11.682525,1.92815,-9.8560375,-18.778675,-18.0097125,-12.0339625,-1.91025
avg(4170),-17.508225,-20.7409,-14.7141125,-4.452475,8.0776875,15.110775,18.5254625,12.2587125,2.04695,-10.4877
avg(4171),14.18075,5.7449,-7.51895,-17.3037625,-23.2981125,-17.8802125,-9.6168,3.701575,13.5680375,19.244275
avg(4172),2.810325,14.4490875,20.90175,19.3858125,11.7083625,-1.2237875,-12.8403125,-19.10025,-17.714075,-9.7107375
avg(4173),-11.7247875,-1.5147125,9.850425,17.35735,16.991925,9.6967625,-0.4264375,-11.91005,-19.3430125,-18.8942625
avg(4174),-7.9802375,-15.7346625,-17.4966,-13.4951125,-4.5709625,7.6262375,15.3677875,17.1916375,13.1502,4.19635
avg(4175),18.67265,16.373025,6.9659375,-4.5496125,-13.55135,-18.7246625,-16.4971125,-7.0963875,4.4843125,13.4195
avg(4176),-19.17895,-17.339325,-7.8560875,3.6847375,12.9524625,19.1874,17.36135,7.9047625,-3.6436375,-12.890175
avg(4177),5.0961875,13.411975,15.3606,12.9574375,3.5760625,-7.967375,-16.323275,-18.3251375,-15.9562625,-6.6032125
avg(4178),10.2054625,-0.12465,-11.39055,-19.9213375,-19.06445,-13.2252,-2.8587125,8.4302875,17.0515875,16.2686625
avg(4179),-17.2670625,-6.727825,7.04635,16.5193875,20.3017625,15.2037625,4.1821375,-9.3215625,-18.94285,-22.845325
avg(4180),-6.1482125,-17.9732625,-24.6986375,-20.9085375,-11.86115,2.1141125,14.08945,20.7087375,17.23505,7.9008875
avg(4181),22.2981875,22.5318625,14.3280125,0.23385,-12.6493875,-20.7897,-20.6701,-12.6324,1.3073,14.6068375
avg(4182),19.2363625,19.3195875,12.4144875,-0.32535,-12.98905,-21.9933125,-22.0838125,-15.0823625,-2.354875,10.2998
avg(4183),-14.51115,-4.240375,9.2838,17.9011625,21.2632875,15.9056625,5.592225,-7.919225,-16.4708,-19.868525
avg(4184),-5.086525,-16.0076,-23.5206375,-20.028525,-11.1036625,3.541775,14.4929125,21.9117375,18.4267,9.52535
avg(4185),16.79835,12.3091875,1.832525,-9.792025,-18.312375,-18.7430125,-14.33905,-3.8284,7.8078,16.279525
avg(4186),-6.0817125,5.0189375,13.494775,17.10435,14.8559125,5.674475,-5.355575,-13.9390875,-17.4087875,-15.192175
avg(4187),-11.7607375,-18.6876,-16.98845,-9.1955125,1.585875,11.6320125,18.630075,17.01445,9.0206,-1.6172875
avg(4188),-2.8105125,-12.5442625,-19.1559625,-16.4307875,-8.0566,2.734975,12.5203125,19.178975,16.4371375,8.066575
avg(4189),-15.444825,-6.4836875,4.765025,11.572125,15.626425,12.4922875,3.5543875,-7.5796,-14.4723375,-18.5154375
avg(4190),15.7981375,15.8490625,10.521975,0.8455625,-11.596425,-18.661075,-18.6782625,-13.5698625,-3.781575,8.60065
avg(4191),14.9478125,3.8635125,-8.650075,-18.5016625,-19.6681375,-17.05515,-6.130725,7.1376875,16.264525,17.5643125
avg(4192),3.4589625,12.366425,19.1223,17.377775,7.491975,-3.8244125,-13.1504875,-19.15325,-17.4762,-7.7309875
avg(4193),-19.9199,-18.124125,-12.493475,-0.6980625,10.8604125,20.0098,18.77725,11.62515,0.6454375,-10.86905
avg(4194),-12.2497625,-0.1472625,11.6419,18.951075,17.5214125,9.5032125,-2.59165,-14.3762875,-21.6679375,-20.2943125
avg(4195),-9.507675,-17.193225,-18.742975,-12.6682625,-1.8150125,10.92645,18.6462125,20.1172625,14.10835,3.2054625
avg(4196),20.8286875,16.7716375,6.5749625,-7.2293375,-17.1221625,-22.4344,-18.3731625,-8.0972625,5.6175875,15.6176625
avg(4197),3.632775,13.9298625,20.3045125,16.6908375,6.942225,-6.4385125,-16.67845,-23.0245125,-19.37945,-9.6335
avg(4198),-19.8125625,-18.043,-10.0551875,2.15135,14.0376625,21.3191375,19.3922625,11.4709,-0.7922875,-12.5961625
avg(4199),14.6932,3.029225,-11.2503875,-19.7158125,-22.0315125,-16.2799625,-4.5142125,9.69725,18.177575,20.46435
avg(4200),1.5480125,-10.9731375,-18.198575,-20.92775,-14.480525,-3.9855875,8.61205,15.866625,18.49015,12.062
avg(4201),14.9834125,19.715425,14.0607375,4.4886,-9.1379,-18.7782375,-23.5982875,-18.0262,-8.3399875,5.2693875
avg(4202),-16.9992125,-8.3193375,4.3160125,15.4553125,21.0022125,18.6695125,10.019875,-2.5362125,-13.697225,-19.2086125
avg(4203),-16.00365,-6.2076,6.227875,15.0666375,18.452425,13.756625,4.040075,-8.5994,-17.194275,-20.8267875
avg(4204),-5.7018,-16.341325,-22.8528125,-19.4681625,-11.2447,1.7186125,12.5040125,18.9873625,15.4892875,7.4927625
avg(4205),20.53865,20.38135,13.363275,0.458725,-11.1895625,-18.71415,-18.7843375,-11.5336,1.2504,12.9532875
avg(4206),-18.1749875,-7.364825,6.2716,15.4001375,19.6633375,15.5708375,4.7075875,-8.9339875,-18.101575,-22.40235
avg(4207),-3.325775,-13.8532,-20.1640375,-16.9704875,-7.8149625,4.6358375,15.2730625,21.6528875,18.4868625,9.27395
avg(4208),19.391,19.426475,12.532375,0.629325,-12.655375,-20.9835625,-21.0166125,-14.17505,-2.278,11.13625
avg(4209),-22.3770375,-19.74285,-10.971075,1.809975,12.8268,19.6657,17.0513875,8.33115,-4.4052375,-15.4871375
