,0,1,2,3,4,5,6,7,8,9
avg(6063),4.1173,13.9933625,19.202775,15.7444875,6.0224,-6.9411125,-16.7464625,-21.93535,-18.485625,-8.6945625
avg(6064),-18.6139875,-17.360025,-9.4562625,2.0891,13.337775,20.0455125,18.79545,10.7787875,-0.724625,-11.93345
avg(6065),14.022775,2.7498625,-10.9278375,-19.5572625,-21.6370125,-15.54435,-4.3003875,9.447725,18.0281625,19.9900625
avg(6066),-19.1726,-11.321875,0.42345,12.63345,20.7149,19.2289125,11.2580125,-0.3335875,-12.65605,-20.6074125
avg(6067),11.9976375,18.7086,15.4527,6.357625,-6.0420875,-15.0802375,-21.5461125,-18.5527875,-9.382075,3.1352
avg(6068),3.6286875,-10.5783375,-18.52255,-21.102,-16.7080625,-6.5188,7.5635125,15.628275,18.3593375,13.654425
avg(6069),-4.273525,7.7825875,15.7154,17.1172,12.403,2.334475,-9.8168375,-17.6487625,-19.1496375,-14.420775
avg(6070),-13.5398375,-17.7494,-15.1880625,-6.484725,4.7228,13.093125,17.4410625,14.7710125,6.221825,-5.0566875
avg(6071),17.0162875,9.4286375,-1.1484625,-11.6549625,-18.5387875,-17.0910625,-9.5901,1.093675,11.5322625,18.4864625
avg(6072),-1.0073875,-11.7547875,-19.9296,-19.1676125,-11.4389,-0.9034625,9.56735,18.0456,17.2299375,9.3527625
avg(6073),15.9403375,16.778875,12.93975,4.0548375,-7.8928125,-16.3724625,-16.862975,-13.5974625,-4.1949375,7.33575
avg(6074),-16.8467375,-7.0699625,5.1925125,13.9495875,18.5822125,16.7722875,6.845725,-5.04395,-14.2694125,-18.3382375
avg(6075),-21.7488625,-15.247725,-3.2437625,9.8623625,18.271,19.02925,12.5819,0.5341,-12.51815,-21.077925
avg(6076),5.523175,-7.96215,-16.5866375,-20.128375,-14.9763625,-4.1490875,9.348625,18.0238375,21.5447,16.480875
avg(6077),14.117575,21.1419,17.9869125,8.8660125,-4.432225,-15.6654375,-22.7637375,-19.5890875,-10.454575,2.7786625
avg(6078),-16.0326125,-21.255425,-17.1947375,-6.4817375,7.1538375,15.9608125,21.3532625,17.050525,6.6735,-7.2119375
avg(6079),-3.9650875,7.311725,15.953825,16.2432875,12.4155,1.1682,-10.2775375,-18.7977125,-19.303275,-15.4060625
avg(6080),16.068775,9.4665875,-3.2439875,-13.6641875,-22.4544,-19.0832875,-12.4625125,0.343575,10.647625,19.68965
avg(6081),14.24225,1.9417875,-11.5507875,-21.3404375,-22.251225,-16.9999125,-4.72085,8.82785,18.5689625,19.613225
avg(6082),8.599475,17.4095375,22.35815,17.7429375,7.32865,-7.1196625,-16.0398125,-20.833375,-16.32795,-5.94445
avg(6083),-23.642775,-20.3518125,-12.301675,1.7145,12.711925,22.0234875,18.8816375,10.6440375,-3.1977375,-14.336975
avg(6084),-12.88135,-20.201475,-21.3019875,-13.6262625,-2.1583625,10.7902875,17.99835,18.8905375,11.8679125,-0.2754625
avg(6085),20.041825,13.88915,3.507725,-10.8727125,-19.7974125,-24.32895,-17.4614375,-7.364625,6.8908,16.0012
avg(6086),-8.1101625,5.9324125,17.344925,23.28815,19.7161625,10.1712375,-4.4837125,-15.374725,-21.8338625,-17.752675
avg(6087),11.0676375,-1.543425,-13.9783375,-22.7549125,-21.8519375,-13.7782625,-1.1918,11.3680125,19.9305875,19.1527875
avg(6088),11.2783,19.97725,21.4616125,15.4825,3.672575,-9.862375,-18.5868375,-20.110575,-13.9241375,-2.3241875
avg(6089),-22.951675,-19.2387625,-8.8067625,5.50445,15.9405125,21.3094125,17.6930125,7.1949,-7.133325,-17.484525
avg(6090),-10.994475,1.83835,13.39435,20.0548375,17.70695,8.2252125,-4.6020375,-16.1174,-22.7971375,-20.41615
avg(6091),-11.788175,-19.1299125,-18.9938875,-11.1793375,0.510625,13.247375,20.588775,20.3911875,12.6518375,0.889775
avg(6092),20.7969125,15.6290875,4.38725,-9.8755375,-19.023,-22.361625,-17.1922625,-5.9335875,8.28715,17.4643
avg(6093),-1.3188875,-12.1295375,-19.3036875,-19.7404875,-11.4712375,-0.915775,9.9575,17.7966125,17.0656375,10.0182375
avg(6094),15.7131,16.8121875,12.5875,3.4801875,-8.2802375,-15.5756,-17.5920625,-12.902075,-3.4434875,7.402125
avg(6095),-15.999425,-6.704075,4.651925,14.38435,18.403975,15.632275,7.1368,-5.2549625,-14.2407875,-18.5191
avg(6096),6.3932125,14.6941375,18.6819625,13.247225,3.6217625,-8.8874125,-17.02095,-21.18205,-15.4678625,-6.06585
avg(6097),-23.306,-19.0215,-10.9264125,2.5159375,13.2250125,19.497775,15.0189375,7.0626875,-6.468625,-17.1018125
avg(6098),12.41055,-0.372075,-11.8254375,-18.2949625,-17.9391125,-10.68925,2.167075,13.6476875,19.9780625,19.7738875
avg(6099),7.7579625,-5.71855,-15.24045,-21.0491625,-17.1899625,-9.98905,3.509025,13.0969125,18.8806375,15.1324125
avg(6100),9.822625,17.985325,17.3047625,10.2553625,-2.5255625,-13.7005125,-21.8545,-21.1922375,-14.17015,-1.4398
avg(6101),-19.9891375,-13.4877,-2.5359125,10.49025,18.7758875,21.7872625,15.2198875,4.2580625,-8.6990375,-17.0261
avg(6102),-20.8324875,-15.897725,-6.9282,6.06015,14.7489,18.465125,13.617375,4.624975,-8.39395,-17.03415
avg(6103),7.9032875,-5.7602125,-15.79775,-22.6648,-19.5796875,-11.8397625,1.7877375,11.8656375,18.79525,15.6976625
avg(6104),12.367125,20.4630875,20.5271125,13.3024,0.9435,-10.608575,-18.678925,-18.8001,-11.608525,0.7548375
avg(6105),12.3320875,0.4401125,-12.4407625,-20.8041875,-21.3070875,-15.025025,-3.140125,9.7848125,18.1081125,18.58865
avg(6106),8.4632875,16.9552625,20.93105,16.0691,6.0197625,-7.10175,-15.5817,-19.5362625,-14.5873375,-4.5264125
avg(6107),-22.988,-20.0105875,-11.276,2.4639,13.728875,21.363,18.4511,9.6548,-4.1169,-15.3700375
avg(6108),-17.3769375,-21.11855,-15.606275,-6.05545,6.9438125,15.179975,18.7473875,13.5600875,3.8038375,-9.183075
avg(6109),15.390475,6.9086625,-6.3598,-17.0410375,-22.934525,-19.3755,-10.7819375,2.364175,13.069025,19.2066
avg(6110),1.5440125,13.6443125,20.53125,20.6275125,12.4447625,0.2336625,-11.775825,-18.854575,-18.7494625,-10.8482875
avg(6111),-16.544175,-7.8664625,4.7319125,13.9482375,18.8186125,14.303725,5.7230125,-7.0071375,-16.0519875,-21.2031125
avg(6112),-4.1545,-15.1484875,-22.44405,-19.9126875,-12.9691125,0.2434125,11.19345,18.6011,16.02845,9.2108375
avg(6113),19.68045,20.970075,14.5353625,2.06855,-9.89995,-17.9067,-19.2354375,-12.7985,-0.421575,11.6947375
avg(6114),-6.0812125,6.6315875,15.523975,17.988175,14.2192,4.4349125,-8.9422375,-17.2926875,-20.2926875,-16.0505
avg(6115),-12.9063125,-18.6898125,-16.8863625,-8.008925,3.1907125,12.75545,18.233975,16.49995,7.822425,-3.77095
avg(6116),18.1578375,11.3101375,0.5460375,-11.0823125,-18.8268625,-18.7694,-11.0267625,-0.7808375,11.1525875,18.84775
avg(6117),-14.10785,-23.4724625,-20.4702125,-13.2408125,0.325375,11.3940875,20.7897625,17.7759,10.4536,-3.158325
avg(6118),20.724825,14.64775,2.585,-10.5336125,-18.6077875,-19.2055375,-13.147725,-1.172925,12.0398,20.12
avg(6119),-8.579625,6.9165625,15.8739625,22.1730125,16.9580875,6.8888125,-8.591925,-17.4744875,-23.766125,-18.4815625
avg(6120),-12.126675,-19.55685,-18.5738875,-11.3936625,-0.6847375,10.0533125,17.5563625,16.57435,9.4680875,-1.2695375
avg(6121),16.608225,12.8594125,3.0493,-7.9401,-15.9762125,-17.022925,-13.2628,-3.4274125,7.5562125,15.6104875
avg(6122),-6.3814875,4.9005125,14.246125,18.4365125,16.029575,6.3774125,-4.902975,-14.2724375,-18.4998875,-16.106
avg(6123),-20.013575,-17.9028375,-13.2826875,-0.539125,10.19675,20.1239875,17.844425,13.211225,0.441375,-10.20515
avg(6124),0.881825,10.5529375,19.29485,16.570225,8.87995,-3.8799,-13.607925,-22.200875,-19.5852125,-11.7585
avg(6125),14.9807625,3.859575,-8.8078875,-18.1809125,-20.548225,-17.9715125,-6.614125,5.9157375,15.3893125,17.6792125
avg(6126),0.6549125,-11.2326875,-19.73215,-20.0554375,-13.6294375,-2.385325,8.91145,17.963025,17.92065,11.674125
avg(6127),15.3835875,18.0509,14.600375,5.4856625,-6.6745875,-15.7142625,-18.2594125,-15.237825,-5.626075,6.0967875
avg(6128),-18.1376,-8.933375,3.3357375,13.3998,19.717525,17.8138125,8.9956375,-3.278325,-13.531225,-19.5349875
avg(6129),-0.93055,-13.962575,-21.675375,-20.9619125,-14.1922,-0.1261,9.934225,20.21805,17.059275,11.6721875
avg(6130),18.3965375,21.7711125,13.7532375,4.2592,-10.0562875,-17.2144125,-19.268225,-13.7386,-1.211525,10.1165
avg(6131),-18.563125,-9.3393,6.1530875,14.528725,22.2546,15.430575,8.0517375,-7.5905875,-16.5459125,-22.5935875
avg(6132),10.3784125,0.0679875,-11.225975,-19.020525,-18.7269625,-12.470525,-2.12625,9.0453125,17.0719875,16.673375
avg(6133),6.78775,14.954325,16.6676125,13.5939875,4.3814625,-7.1610625,-15.1808375,-17.0578125,-14.0512875,-4.7578625
avg(6134),-18.524225,-16.6748875,-7.331325,3.5933375,12.892725,18.5248125,16.5027375,7.4009125,-3.5961875,-12.887625
avg(6135),20.43455,15.9055625,7.7149625,-6.4811375,-16.9531625,-22.8779,-18.2594,-10.11975,4.0305375,14.6620875
avg(6136),-14.5056875,-0.546625,11.6385375,19.4771875,18.3957875,10.6825125,-3.38575,-15.4129375,-23.426425,-22.2994375
avg(6137),-10.1635625,-18.848525,-21.7774875,-14.1864375,-1.8619875,11.88155,20.6236625,23.4696,16.078825,3.52885
avg(6138),11.29435,-0.86145,-10.586925,-18.96465,-18.2275125,-13.03105,-0.593625,8.4769375,16.6961875,15.66585
avg(6139),5.9059125,15.7202625,16.5529375,14.1924,2.95,-6.9317875,-15.399175,-17.3456,-13.8929625,-3.593625
avg(6140),-18.480725,-16.31655,-7.3456375,3.3764125,14.169775,18.853025,15.0551625,7.769125,-3.79005,-13.402825
avg(6141),-0.906775,-13.543325,-22.5211375,-21.113825,-13.9686625,-1.8469875,10.8121875,19.7493625,18.4042875,11.362475
avg(6142),19.15695,20.888475,15.6537875,3.867075,-9.5766375,-17.7163875,-19.4951625,-14.2195875,-2.4646625,10.9490875
avg(6143),-19.6005,-9.2156375,4.70135,14.9069375,21.557625,18.0284125,7.6819,-6.2134875,-16.4635,-23.16775
avg(6144),-18.223275,-15.883675,-6.202175,5.9378,14.4671625,18.1860625,15.9148875,6.113225,-5.9425375,-14.455875
avg(6145),6.7453125,14.7668875,14.3777875,10.8839375,0.7045,-9.703575,-17.7297125,-17.3449625,-13.8481625,-3.659375
avg(6146),8.5097,-2.859375,-12.6811125,-21.30665,-19.0412,-11.4464375,-0.1278875,9.775075,18.4278875,16.16455
avg(6147),-7.073625,6.9127875,16.066925,20.2263,15.3337375,4.298325,-9.5534125,-18.851475,-22.9775125,-17.99995
avg(6148),-14.40335,-20.680675,-16.857425,-7.79775,5.5586875,15.659975,22.1372125,18.3774,9.1926375,-4.1317
avg(6149),19.5977375,12.408,-0.130925,-13.1496375,-21.6076875,-20.9663625,-14.1064875,-1.5277,11.6203625,19.929075
avg(6150),-3.5067,-14.8896625,-22.2774125,-20.234425,-11.699425,0.718125,12.1829875,19.5002625,17.5363625,8.9639875
avg(6151),19.7721,20.1588375,13.3391125,1.7693375,-10.90835,-18.4044,-18.9129,-11.9864,-0.5188,12.20605
avg(6152),-17.614825,-7.0790875,6.958775,16.3267,20.638825,16.0342,5.5408,-8.498725,-17.8796125,-22.1597875
avg(6153),-8.396275,-16.3137875,-18.1444375,-13.9961375,-4.1028125,8.4023875,16.3131375,18.11595,14.014675,4.05865
avg(6154),-11.7471625,-1.9490625,7.8404625,15.06335,14.617975,8.7335125,-1.02795,-10.75335,-18.037075,-17.5384125
avg(6155),17.3430375,14.7427375,6.2546875,-5.325325,-14.39565,-20.1793125,-17.640225,-9.181025,2.4160375,11.4353
avg(6156),-21.9167875,-16.91035,-6.1087625,7.44035,15.9867125,19.19715,14.2683375,3.48295,-10.037675,-18.68275
avg(6157),8.199625,-3.821425,-13.99995,-19.48295,-16.4308375,-6.8972,5.110075,15.3927,20.851125,17.950275
avg(6158),12.0182375,19.5991,19.5467625,11.6621,-0.14635,-13.490825,-21.183475,-21.1658375,-13.279075,-1.5829625
avg(6159),12.57085,0.31,-12.6897625,-21.32325,-21.1970625,-15.303525,-3.063725,9.974175,18.5195125,18.5035375
avg(6160),9.5869375,17.882825,22.303875,17.165425,6.3566,-8.132775,-16.4,-20.890625,-15.6968625,-4.966675
avg(6161),-23.5117875,-19.3742125,-10.810025,2.871675,13.3448125,21.9089,17.820375,9.28885,-4.3601,-14.8922625
avg(6162),-11.6645875,-19.721475,-20.0623375,-13.4658,-2.1817125,9.4174375,17.4291125,17.8377875,11.172425,-0.200475
avg(6163),19.093825,13.5022875,2.970625,-10.644575,-19.8473625,-22.994,-17.3856,-6.8658875,6.7813125,15.9722375
avg(6164),-7.3455875,6.1921,16.1128625,21.7069875,18.257,9.0189,-4.5082875,-14.4322625,-19.9213375,-16.4208875
avg(6165),-19.32505,-17.726275,-10.6879375,1.45705,11.521475,19.32365,17.7009375,10.623425,-1.5539,-11.586
avg(6166),3.341025,11.7759625,16.3721125,13.3099625,5.1530375,-6.3700375,-14.8152,-19.3563875,-16.2545625,-8.0758125
avg(6167),12.8386625,2.371325,-9.7716625,-18.732325,-20.0351875,-15.7214125,-5.200975,6.9126,15.88645,17.2086875
avg(6168),-18.5922125,-15.760575,-6.6285875,5.326175,13.440325,18.5473125,15.747125,6.5789375,-5.3508125,-13.4458375
avg(6169),6.6232875,13.901475,14.480575,11.0075,1.4822875,-9.5841375,-16.8904625,-17.4689125,-13.9650625,-4.4599375
avg(6170),9.0363625,-2.0027625,-12.3129,-20.8078375,-18.81635,-11.959075,-0.918625,9.402025,17.9389,15.9733625
avg(6171),9.7993125,17.685475,17.3593,11.2428375,-0.8462875,-12.1384875,-20.0288375,-19.737875,-13.6778625,-1.6511
avg(6172),-22.91645,-17.32485,-6.5518375,6.60565,15.7839375,19.0939625,13.4998875,2.7377375,-10.4216375,-19.6038125
avg(6173),9.134775,-4.67525,-14.5397,-20.4267375,-16.3817875,-7.4871625,6.296175,16.2333375,22.2392625,18.19735
avg(6174),18.204125,13.4751875,2.6282375,-9.1501,-17.6325125,-18.2074,-13.4468625,-2.6447,9.214075,17.5787375
avg(6175),-12.168325,-19.8562375,-17.9738125,-11.776525,-0.119925,9.221675,16.8661125,15.0935,8.7726625,-2.8272875
avg(6176),-9.2581875,3.7010625,12.854625,18.547225,15.255525,6.326725,-6.5974,-15.8591125,-21.3783,-18.06935
avg(6177),1.872825,-9.6224,-17.9458,-18.7878,-14.9153375,-3.764575,7.4149125,15.904125,17.0115125,12.7713125
avg(6178),13.3381625,17.78925,14.693275,5.4247125,-5.0180375,-13.409375,-18.1368625,-15.1590375,-6.0154875,4.7618625
avg(6179),-16.601175,-9.864225,1.486,11.7164875,18.5742375,16.1174625,9.96075,-1.310675,-11.76095,-18.54495
avg(6180),12.0411625,17.85895,16.046775,6.736125,-4.555125,-13.9503125,-19.9821625,-17.8979375,-8.8347625,2.4271125
avg(6181),-16.9643,-10.2313,-1.0559625,10.2638375,16.9587125,16.6533,10.022225,0.5656125,-10.399675,-17.4650875
avg(6182),4.121575,-8.427925,-16.0303875,-18.2916375,-13.9181125,-4.37255,8.3232625,15.9718125,18.1413375,14.1226125
avg(6183),13.2976125,19.990625,15.955175,7.853025,-4.9281375,-13.327475,-20.0427625,-16.0030375,-7.87005,4.87545
avg(6184),2.538775,-8.9061875,-16.6766375,-18.87665,-15.2492125,-5.4876,5.995925,13.7385,15.921975,12.2907625
avg(6185),-18.41505,-13.215075,-1.345575,8.7557625,17.423525,15.5255,10.280725,-1.558825,-11.6907625,-20.267675
avg(6186),19.2723125,13.53865,1.663075,-11.7899,-20.6279625,-22.06215,-16.198325,-4.3656125,9.05505,17.8451
avg(6187),-5.349525,8.098875,17.4753125,21.946775,17.52655,6.7285875,-6.7101625,-16.03055,-20.529425,-16.0269125
avg(6188),-15.017975,-22.7562,-20.3742125,-11.62685,1.4027125,13.5027,21.1201875,18.7674,10.1033,-2.9779375
avg(6189),8.113325,17.079725,19.612175,14.3654,3.1173625,-10.926875,-19.8791125,-22.3468875,-17.0374375,-5.787375
avg(6190),-20.4148,-16.178875,-6.2394125,7.2734375,16.4870875,21.8399375,17.5790625,7.6315375,-6.0082125,-15.069275
avg(6191),10.900825,-1.8522125,-14.0755,-22.36355,-20.6183875,-12.4157625,0.3703625,12.5426875,20.854175,19.0008875
avg(6192),-12.52305,-19.6073,-16.728675,-8.8578375,3.26565,12.5603125,19.6008,16.66975,8.878875,-3.3875375
avg(6193),-6.9356,4.9547,13.2937125,16.4956,13.377725,3.8917125,-7.934625,-16.2633625,-19.5170375,-16.2632375
avg(6194),17.0759125,12.139925,0.7248125,-10.9177875,-20.132925,-19.9069125,-15.0233625,-3.566275,8.0170375,17.256125
avg(6195),16.8685375,19.7373,14.528075,3.3290375,-10.6942625,-19.6545,-22.576,-17.035375,-6.1168,8.129875
avg(6196),-16.3892,-6.6851625,7.0965625,16.5244625,21.980475,17.9122375,8.108775,-5.78285,-15.090175,-20.657975
avg(6197),-1.450075,-13.87885,-22.5089,-21.0406625,-12.877125,-0.17205,12.429075,20.82755,19.563975,11.303525
avg(6198),-11.7720625,0.504775,11.6010875,19.3246375,17.5184,9.0877,-3.3097375,-14.313325,-22.0111,-20.2916125
avg(6199),-10.416475,-18.3044,-18.4297125,-12.3847625,-0.6365875,11.7796625,19.78825,19.8383,13.8742625,2.0439
avg(6200),20.2468375,16.0620625,5.4207125,-8.1804,-17.922475,-21.8884625,-17.6511125,-6.991275,6.4887,16.3875875
avg(6201),-12.14065,-0.5323625,10.233875,18.8661,16.9462875,12.1696375,0.527375,-10.1441375,-18.9043375,-16.9112125
avg(6202),16.59985,13.914425,6.45145,-4.3378875,-12.6432375,-19.644625,-16.7780875,-9.5445625,1.384,9.662675
avg(6203),-8.6210375,-17.1574375,-19.710975,-16.953425,-6.402325,5.727475,14.1250875,16.9508125,14.10655,3.5392875
avg(6204),-21.03285,-17.663025,-10.3817375,2.836975,12.3710375,21.02805,17.6072875,10.3737125,-2.8991625,-12.298375
avg(6205),4.7068125,13.62865,17.961675,14.797225,5.0381375,-7.6672875,-16.5937625,-20.9363875,-17.723625,-8.0346875
avg(6206),13.5526625,1.0877375,-10.8049875,-21.0670125,-20.729975,-16.482,-3.965125,7.8964,18.1825125,17.8863375
avg(6207),7.6955625,-4.38005,-12.673825,-19.5180125,-15.4782125,-7.6921375,4.280025,12.6151625,19.5453375,15.4296125
avg(6208),-18.0351125,-15.1265875,-5.2257125,5.242525,12.8395625,15.0178375,12.2000875,2.3597625,-8.1526625,-15.71405
avg(6209),8.28305,17.1064625,14.835975,10.6503875,-1.226975,-11.2021625,-19.9756875,-17.7351125,-13.6396875,-1.7160625
avg(6210),-2.8044875,10.589825,19.1694125,19.6007375,13.86475,2.661375,-10.5968625,-19.2053125,-19.6069,-13.7949875
