,0,1,2,3,4,5,6,7,8,9
avg(38),3.5305375,-8.4703375,-17.0884375,-17.6864375,-13.687775,-3.671675,8.4240125,16.8978875,17.9793875,13.266675
avg(39),13.9088,17.824625,14.2513875,4.613575,-7.5002125,-16.193525,-19.59355,-16.315325,-6.48595,5.5464875
avg(40),-16.2242375,-8.224275,2.2235625,11.9389875,17.3244625,15.99195,7.713875,-2.6559,-12.28645,-17.7653
avg(41),1.5459625,-10.4287,-17.5024875,-17.8231,-11.3416875,-1.460125,10.3013125,17.59565,17.660825,11.2821
avg(42),-19.5504,-18.901575,-9.8069375,0.3490625,10.8584,17.7339125,16.7124625,7.9291375,-2.34165,-12.9171375
avg(43),11.3283625,2.3663875,-9.7244625,-16.760925,-17.005225,-11.8226,-2.5871375,9.1978625,16.6458625,16.5577
avg(44),6.62035,15.0923375,18.2353125,15.2923625,5.2312625,-6.744875,-15.1131375,-18.2416875,-15.552925,-5.1257625
avg(45),-0.3600125,11.3292125,18.808725,19.8087,10.0531125,0.9308875,-11.97755,-19.117275,-18.49245,-12.03695
avg(46),15.432675,4.5861,-4.5306125,-14.7992375,-18.8205125,-17.4731,-9.1683375,3.47175,10.1601875,17.711625
avg(47),-19.7661,-19.6640375,-17.3379125,-7.1307125,7.3181,15.1031375,19.2132875,12.592225,4.6539375,-10.2910875
avg(48),-9.35975,-17.98165,-19.1829,-14.5448625,-5.3682125,7.3379,15.953675,17.2628375,12.556525,3.434
avg(49),16.688425,15.476325,6.583025,-4.9743875,-13.5409,-17.0601125,-15.9241625,-7.0381125,4.5216,13.1422375
avg(50),-9.242025,0.5486125,10.9298125,18.2803125,18.007575,9.16155,-0.5173375,-11.0221125,-18.25905,-18.02665
avg(51),9.74925,-3.0976375,-14.269325,-21.1945375,-19.6375625,-11.8694875,0.9437625,12.14335,19.0961125,17.54865
avg(52),8.51405,17.0079,18.4533875,11.794525,0.4643375,-12.3219125,-20.9099,-22.3539375,-15.6435375,-4.3834875
avg(53),-21.158975,-16.012575,-5.5142,8.8209,18.4305875,22.8616375,17.8217625,7.2973125,-7.1038875,-16.6484
avg(54),-12.8853875,-1.9405875,9.0304375,17.7553875,18.9539625,10.8717,-0.2549125,-11.0640625,-19.8076375,-20.7558125
avg(55),-6.8872875,-17.069375,-18.4251125,-14.4450375,-5.7137,6.641275,16.68565,18.0746375,14.1572,5.14425
avg(56),19.0292375,18.3504,8.6206375,-4.1854,-14.5601375,-19.193575,-18.1799375,-8.6697375,4.1510375,14.5616375
avg(57),-20.8656125,-18.147825,-11.03195,1.9371375,11.8391375,18.32425,15.901675,8.6636875,-4.2772375,-13.9978625
avg(58),11.2135125,-1.07865,-12.5395,-21.126325,-21.4356,-15.0011875,-2.9635875,8.5883,17.3273125,17.462475
avg(59),9.1376625,18.1694875,21.68035,16.116375,5.8157625,-7.3277,-16.4096625,-19.8168875,-14.491925,-4.126275
avg(60),2.0954125,12.29855,18.5395875,15.8642,8.5432,-4.2526375,-14.3321375,-20.7034625,-17.933275,-10.6842625
avg(61),-21.0362125,-21.776525,-14.6676375,-2.924,9.2145375,17.2074875,17.8897625,10.8099375,-0.9509375,-13.059025
avg(62),15.9177875,5.7165125,-7.794675,-16.32765,-20.110225,-14.21625,-4.0306375,9.579825,18.0817375,21.9788
avg(63),-10.281225,-19.9937625,-22.9979375,-18.0223875,-6.70985,7.6290875,17.245,20.3302125,15.287475,3.8752
avg(64),22.784625,18.4266,9.31505,-5.2617875,-14.8686875,-21.3465875,-16.8863,-7.954575,6.7781,16.2814
avg(65),-13.717725,-0.0143375,11.6836375,21.0704875,19.4809875,12.047075,-1.6420125,-13.2486875,-22.758275,-20.9094625
avg(66),-18.879575,-18.8782375,-12.5506875,-2.295,9.127425,16.8846875,16.8749125,10.57045,0.2786625,-11.1103375
avg(67),13.8759375,4.4168875,-6.9013875,-14.974225,-17.32595,-14.129675,-4.928825,6.617,14.440625,16.9885
avg(68),3.2480375,13.106175,18.543925,16.6324375,7.707475,-3.39885,-13.0512625,-18.6954125,-16.4988125,-7.848425
avg(69),-3.910275,-13.844175,-19.7087125,-17.8332,-9.402725,2.1376125,11.5600375,17.76835,16.095975,6.9959
avg(70),16.5026875,16.7056,10.3553625,1.2324125,-9.8077375,-16.9679125,-16.7795,-10.95115,-1.57995,9.323425
avg(71),-14.5236625,-4.791575,7.6974625,15.4786625,18.5184,14.3140875,4.705675,-7.5716875,-15.8138125,-18.035425
avg(72),-8.3204,5.6252875,14.865525,22.1199875,17.8266625,8.3924875,-5.5599875,-14.75795,-22.127675,-17.9465625
avg(73),16.9416,13.3089875,2.8470375,-9.4667125,-17.8256125,-19.9640375,-16.3909,-5.7946875,6.4385875,14.9050125
avg(74),-12.7972,-22.0657,-19.8008625,-14.05185,-1.349875,9.8169,19.2401625,16.843075,11.2534625,-1.4592375
avg(75),15.267725,20.0344125,16.07745,5.457225,-8.3886375,-18.0590875,-22.7790125,-18.7311875,-8.159825,5.6856375
avg(76),-17.4652375,-8.542175,4.068,15.014125,21.814825,18.8890375,9.9320125,-2.71685,-13.6053875,-20.3665
avg(77),1.1555375,-12.3886625,-21.014725,-21.53945,-14.906675,-2.71105,10.8657,19.399725,19.9636625,13.32375
avg(78),4.9123,-10.0929375,-19.5188,-23.56035,-19.5837625,-7.6884125,7.3752875,16.74105,20.8499,16.9188125
avg(79),15.9322375,23.9582,19.717575,9.61055,-4.31085,-14.4822125,-22.5762875,-18.247225,-8.138325,5.639625
avg(80),-21.16335,-14.7151375,-1.8193875,11.684825,21.2751625,19.5945125,13.158825,0.265825,-13.306675,-22.8171375
avg(81),7.668925,-5.622625,-15.8692,-22.679825,-19.2909,-10.4354375,2.9768625,13.184525,19.95065,16.61655
avg(82),13.14125,20.77435,19.5544375,12.1847,-0.1675125,-11.7200125,-19.39085,-18.1586375,-10.7538625,1.53565
avg(83),-22.1062625,-16.69015,-5.58125,8.6372625,17.5617375,20.5344625,15.05655,3.9538125,-10.2389125,-19.1861
avg(84),-13.3654875,-0.115925,11.5105625,19.5474125,18.143525,11.0179375,-2.182425,-13.8580375,-21.8677625,-20.66515
avg(85),-12.0497875,-21.5566,-24.17535,-17.553375,-5.5785625,8.0867,17.77265,20.1802625,13.7163375,1.7595875
avg(86),24.238225,19.1853625,9.0324625,-6.3806125,-16.719075,-22.437075,-17.6701125,-7.1875625,8.01325,18.5684125
avg(87),14.5445625,18.9969125,14.943525,5.4756125,-6.5243,-14.566775,-19.1603625,-14.9265625,-5.40775,6.4614
avg(88),0.2448125,-9.6246875,-17.5625875,-17.160325,-14.2337625,-3.2077125,6.8053125,14.6188,14.0586625,11.3722125
avg(89),-17.5814625,-11.6607875,0.6477875,9.5084375,18.3278,14.67615,8.71655,-3.6174,-12.3923875,-21.24745
avg(90),11.53175,0.2642,-11.47615,-19.4925875,-20.1312625,-13.7390375,-2.5449125,9.320425,17.301725,18.058025
avg(91),6.522525,15.86405,19.3484875,13.5413625,3.27085,-10.3650125,-19.721275,-23.263725,-17.43165,-7.2637
avg(92),-19.670775,-16.4537375,-7.5539375,5.955925,15.7511125,21.4616625,18.2660875,9.33015,-4.1563375,-13.9755125
avg(93),4.880675,-6.268675,-16.016175,-19.064425,-16.74415,-7.2278875,4.6633625,13.6324375,17.449025,14.5939
avg(94),10.9094875,17.4005125,16.18145,8.5418625,-1.8201125,-11.4032125,-17.7747875,-16.1968125,-9.188325,1.625575
avg(95),-17.35775,-12.7917375,-1.7555,9.1209375,17.497,17.7532875,12.323975,1.766,-9.25505,-17.5357
avg(96),18.3557,15.9070875,8.32885,-4.4257375,-14.1768,-20.6011875,-18.07675,-10.4734875,2.263,12.0852625
avg(97),-14.884825,-3.1437,8.6003125,17.2541,17.768825,11.0194875,-0.802575,-12.5194375,-21.1811,-21.6829
avg(98),-7.8093875,-16.8119625,-19.992875,-14.5192375,-4.14325,9.58335,18.5814375,21.768275,16.2700375,5.8444125
avg(99),19.6574875,14.92815,6.3284375,-7.6623875,-17.2633875,-22.036075,-17.1784875,-8.5982,5.3402,14.991575
avg(100),-13.2416,0.4830875,12.0043,19.4340625,17.627475,9.393075,-4.4269625,-15.88985,-23.3285625,-21.4957625
avg(101),-10.681725,-18.83495,-20.6059875,-12.6706625,-0.5748625,12.449025,20.586925,22.3728875,14.4611,2.305775
avg(102),-20.393475,-10.3662625,2.4678125,13.4894625,19.6733125,17.6203875,7.6853875,-5.187625,-16.2023,-22.45015
avg(103),0.4108625,-12.111175,-19.6361125,-19.1257375,-10.4296125,1.04695,13.51975,21.1109625,20.5580625,11.869725
avg(104),17.8584,20.2651625,15.1917625,4.1701375,-10.3902,-19.429025,-21.84555,-16.7821625,-5.739375,8.894325
avg(105),-9.930825,-18.7640625,-18.9024375,-15.004175,-3.816375,8.0068,16.429925,17.56285,12.3283875,2.349
avg(106),18.464325,15.8240125,6.13265,-5.2291125,-14.708475,-18.4911375,-16.246,-6.7074375,5.1206,14.1354625
avg(107),-10.0103875,1.6027625,11.6146125,19.1367,17.5256625,9.477675,-1.244325,-12.1087125,-18.7285375,-17.851975
avg(108),15.4979125,9.84275,-4.423075,-14.4972875,-21.5117375,-19.70365,-10.74535,1.2132875,12.85805,18.9198375
avg(109),-2.19215,8.1653875,18.795075,17.306225,12.1773375,-0.8166875,-13.0286875,-21.2386125,-23.1367875,-14.676775
avg(110),-16.6582875,-20.599175,-15.978125,-3.667275,8.67575,19.4416,21.8707875,17.1597625,6.652925,-8.061625
avg(111),17.02645,17.520775,11.0100625,-0.1618375,-11.696675,-19.2949375,-19.8025625,-13.245675,-2.1585875,9.477525
avg(112),-17.082825,-7.4891875,6.0433,15.019125,18.776025,13.2110125,3.59815,-9.9388,-18.88655,-22.6594375
avg(113),-3.881925,-13.858125,-20.0586625,-16.881925,-8.1034375,5.6077625,15.60455,21.8334625,18.644425,9.8253875
avg(114),16.6413,8.02795,-3.4355375,-13.2025375,-19.526575,-18.6597125,-10.0695375,1.412075,11.0736125,17.612575
avg(115),-1.72685,8.67655,16.86655,16.736025,11.055475,1.4316625,-9.04465,-17.1551,-17.033825,-11.5001375
avg(116),-15.8705,-17.94605,-14.9547,-5.2080125,6.7466625,15.7313125,17.9004875,14.82515,5.1788875,-6.775875
avg(117),-5.8191,-15.1640125,-18.5860375,-17.6292,-8.4317375,3.747925,13.0687125,16.63565,15.647425,6.4308875
avg(118),17.1314125,17.2931,8.9883125,-0.90725,-10.5069875,-17.4455375,-17.655125,-9.419075,0.4511375,10.117775
avg(119),-12.7975125,-3.4473875,8.39235,17.4192875,17.93715,12.7108125,3.462375,-8.4338875,-17.379925,-17.9520875
avg(120),-12.511475,-19.695025,-18.7668,-11.0786375,-0.428925,10.4604375,17.7681,16.700675,9.3021875,-1.7322625
avg(121),17.546825,13.8229125,3.4436875,-8.2639625,-16.6234625,-18.1528375,-14.0124125,-3.9865625,8.2352125,15.972625
avg(122),-6.0583125,5.1602875,14.7870125,18.6128375,15.9590375,6.2174,-5.4504125,-14.6358375,-19.1997875,-15.59805
avg(123),17.5106375,18.3473,13.68045,4.1421375,-10.039775,-19.5178375,-20.24375,-15.8716125,-6.0421875,7.858625
avg(124),-17.1045,-7.5987625,5.147325,13.4763625,17.822925,16.7374625,7.2592875,-5.42545,-13.8683875,-18.0701125
avg(125),-0.754975,-11.3713875,-19.80725,-19.00605,-9.7974125,0.6928125,11.1631625,19.8750125,18.9444875,9.7730625
avg(126),-19.9678,-19.2652,-12.522225,-0.5664125,10.3517625,17.72635,17.2199625,10.3763125,-1.6156875,-12.516175
avg(127),12.3309,1.2726,-11.6412125,-20.5621375,-22.65385,-16.1223125,-5.273225,7.7613625,16.6770375,18.798675
avg(128),7.5819875,16.737725,21.418,17.0513125,7.7153375,-5.87005,-15.024025,-19.6511125,-15.313875,-5.9493625
avg(129),2.6211,-9.878075,-17.5979,-20.3046375,-14.604175,-4.770875,7.7481375,15.4552,18.3041125,12.4444
avg(130),13.2663375,18.899575,14.346025,6.12415,-7.44485,-17.1779875,-22.6525,-18.2600375,-10.061575,3.5002
avg(131),-17.8617625,-9.9189625,2.861675,13.7251,20.801575,19.6820875,11.581775,-1.0489625,-12.0338,-18.88115
avg(132),-6.3566625,7.9194,16.9610625,20.1827125,14.7065125,3.7227375,-10.5903125,-19.6067875,-23.00905,-17.46425
avg(133),-15.1338,-20.797,-16.5897125,-6.688025,6.920175,16.44905,22.2532875,17.981375,8.2992875,-5.4626375
avg(134),19.525625,11.4229,-1.3305875,-14.2327375,-22.3052125,-21.1133,-13.0877375,-0.2952125,12.58675,20.68835
avg(135),18.627075,20.167825,13.90745,2.1432875,-12.3931,-21.3681375,-22.9412375,-16.5929875,-4.808325,9.658875
avg(136),-16.6874875,-5.23835,8.721975,17.971825,22.4871875,18.0973125,6.6465875,-7.285925,-16.500775,-20.98775
avg(137),-2.915725,-15.5531875,-23.2301875,-20.9683125,-11.412625,1.3722375,14.0555625,21.6420875,19.3304375,9.8497625
avg(138),-12.789775,-21.6803375,-22.018125,-14.864725,-1.710575,10.712475,19.7212375,19.759225,12.7638625,-0.5870875
avg(139),21.5412875,14.7499125,3.17365,-11.5438625,-21.8297,-25.2620375,-18.7359125,-6.779125,7.687225,18.0204375
avg(140),-8.6491875,7.030825,18.062825,24.2504625,20.0216125,10.1860375,-5.353825,-16.4450625,-22.4768,-18.174
avg(141),-7.51,4.257625,13.36655,17.622725,15.041775,5.5595875,-6.1882875,-15.4266375,-19.5694625,-17.1289625
avg(142),-11.2196375,-17.497,-16.62235,-9.1531625,0.5660875,10.7713375,17.1538875,16.3259625,8.838825,-0.7799
avg(143),17.9741625,12.6749125,2.665025,-9.317575,-16.905175,-17.9951125,-12.849275,-2.69725,9.185175,16.8121875
avg(144),-0.0227375,-0.0160375,-0.01755,-0.0122,-0.0076,-0.004175,-0.0076375,-0.0048125,-0.0046875,-0.0105
avg(145),-1.4929,-1.494025,-1.4880125,-1.4859875,-1.486825,-1.4863875,-1.4824625,-1.4816125,-1.479025,-1.4826125
avg(146),-1.4479625,-1.439475,-1.4448875,-1.4398375,-1.4397875,-1.4391875,-1.44005,-1.4380625,-1.436175,-1.43195
avg(147),4.2862875,13.54475,18.5669375,14.84015,6.281175,-6.7134625,-15.971375,-21.0161625,-17.13905,-8.782825
avg(148),-22.1329625,-20.897875,-12.8032125,-0.71065,11.1977375,18.1341,17.12175,8.9305875,-3.2073,-15.0495375
avg(149),14.4476125,3.2761375,-9.9612375,-17.551825,-19.8120625,-12.5851625,-1.6169625,11.7646625,19.253075,21.6991125
avg(150),2.9996125,-11.328225,-19.80395,-22.844225,-16.66685,-5.75325,8.550125,17.0373125,20.0570625,14.0813625
avg(151),15.451525,21.216575,17.11215,8.1676375,-4.9018625,-14.031875,-19.751275,-15.65035,-6.7421875,6.248375
avg(152),-21.77445,-13.8256375,-0.9042125,12.269975,20.6711125,20.217575,12.2748125,-0.6463,-13.7743625,-22.279275
avg(153),-20.6019875,-14.9557,-5.1026625,7.3377,15.6291875,18.2996375,12.7516125,2.8077375,-9.5758125,-17.8827125
avg(154),6.4269,-7.2580875,-17.267525,-22.8512,-18.7278625,-10.2999375,3.29105,13.43645,18.9319,14.848325
avg(155),13.731075,20.92655,19.939575,11.90935,-1.0175,-11.9839625,-19.1482875,-18.2358125,-10.1585,2.76365
avg(156),-5.0375375,-14.9791,-19.8590125,-18.62535,-9.3164875,3.0347125,12.9635875,17.9254625,16.614775,7.3197125
avg(157),17.6097375,17.6091625,10.5802625,0.1645,-10.1796625,-17.9979875,-17.9083625,-10.990375,-0.5107625,9.8625875
avg(158),-14.586075,-4.4838625,7.6767125,17.2945875,18.7848625,14.4794,4.3162125,-7.7637375,-17.3701875,-18.8897
avg(159),-8.031925,3.01505,12.4433,18.833925,16.7327375,7.994975,-3.07305,-12.3894,-18.903625,-16.6961125
avg(160),14.825975,12.64765,2.6981,-7.939325,-16.103575,-17.80795,-15.5899625,-5.6726625,5.0217875,13.13095
avg(161),-11.2036,-20.2212125,-19.1365875,-14.0444375,-2.79805,8.3168125,17.343475,16.2650125,11.1709875,-0.1237375
avg(162),1.6382125,11.5424875,19.221825,16.6990125,10.1228625,-1.6310125,-11.4653125,-19.2347125,-16.7624125,-10.0680125
avg(163),12.934625,4.2399125,-6.8611875,-14.6687125,-19.115725,-15.9080875,-7.2568875,3.8881375,11.7071375,16.0886625
avg(164),-19.3603125,-20.04185,-15.7758125,-4.434675,7.6727125,16.4294,17.1827375,12.904475,1.6019875,-10.5575375
avg(165),-19.7592375,-13.6591875,-2.504575,9.8820375,16.5759375,17.401075,11.29535,0.0842125,-12.1817375,-18.9957375
avg(166),3.1764,-10.1310375,-18.7469625,-23.253125,-17.151475,-7.0932,6.1680125,14.87025,19.3711125,13.370125
avg(167),15.8296875,22.0401625,18.2126375,9.3614,-3.662375,-14.1012875,-20.219175,-16.4548625,-7.6819625,5.3718125
avg(168),11.6299625,-0.1967125,-11.3316875,-19.7203375,-19.9869125,-13.9734625,-2.2193375,8.9815875,17.33745,17.5655875
avg(169),5.761825,15.267,18.85955,13.6100125,3.7477125,-9.7376125,-19.1196625,-22.7546625,-17.439975,-7.5677375
avg(170),-20.2943,-16.8951125,-8.4321,5.5875375,15.4046375,22.0869625,18.586275,10.1397625,-3.9193,-13.7087875
avg(171),5.1276375,-9.73375,-19.3784125,-23.8556375,-18.9611,-7.9347625,6.9939,16.5812,21.186775,16.3627375
avg(172),16.579,22.7590125,19.7411125,9.4009875,-3.752575,-15.2046375,-21.2762375,-18.3145625,-8.12975,5.1060375
avg(173),-22.2307875,-14.081125,-2.1665125,12.1676,20.1058,20.768575,12.44315,0.659425,-13.6334125,-21.7411
avg(174),16.8510875,19.690375,13.5059875,2.231025,-10.7063125,-19.273825,-22.1202125,-15.8986125,-4.6442875,8.3580625
avg(175),-19.540025,-9.7881875,3.9917875,14.8998375,20.117475,15.6005875,5.91095,-7.920175,-18.7273625,-24.0122375
avg(176),-1.3212375,-13.1981375,-19.6627,-18.2646875,-9.9894,3.0981125,14.963125,21.4481875,19.976975,11.725
avg(177),-10.9265125,-18.7035875,-18.6708375,-12.9149875,-2.6295,8.879675,16.678375,16.7574375,10.8202125,0.617525
avg(178),16.8748125,14.0058375,4.63945,-6.630975,-14.781425,-17.1828625,-14.4123875,-5.02115,6.3171375,14.3889875
avg(179),-7.7480875,3.0376625,12.7404,18.5877875,16.667375,7.6281,-3.0282375,-12.8913,-18.6124875,-16.676
avg(180),16.2359625,20.346725,15.8124875,4.64635,-9.2409625,-19.060775,-23.12935,-18.39,-7.4262875,6.6606375
avg(181),-17.72685,-8.1795375,4.9631125,15.8824625,22.330125,19.374225,9.554575,-3.6059625,-14.5549375,-20.9139875
avg(182),0.1730875,-13.2014375,-21.6071375,-21.36755,-14.243275,-1.895075,11.7534625,19.9233375,19.9911625,12.5878625
avg(183),-18.8502375,-22.1717125,-15.8937125,-5.81225,7.9789625,16.5832375,19.8385375,13.626025,3.4947,-10.2767
avg(184),16.19825,6.6527375,-7.1664375,-18.1095,-23.67355,-20.073025,-10.5197875,3.2479875,14.2911375,19.7679125
avg(185),1.9896,14.96035,21.8724,21.8618625,12.5723625,-0.3252875,-13.1918,-20.101475,-20.1505375,-10.750125
avg(186),-11.8583625,-19.983125,-16.3090625,-10.1672375,2.548225,11.889125,19.970075,16.286225,10.231675,-2.603725
avg(187),-7.723825,3.5533875,11.6184625,16.5605875,13.3307875,4.7634625,-6.5069875,-14.4973875,-19.6004125,-16.1816375
avg(188),16.2863625,12.6851125,0.966175,-10.1122,-19.1131625,-19.14115,-15.5838125,-3.9132375,7.238125,16.1488625
avg(189),9.8872,-2.3015375,-12.7542,-20.1252875,-19.071425,-12.2163875,-0.048575,10.456575,17.81925,16.8709
avg(190),7.3779,16.1958625,18.49805,12.2158875,1.3967875,-11.2403125,-20.067475,-22.4256125,-16.055125,-5.332575
avg(191),-20.049375,-15.522875,-6.4209875,7.5760625,16.9538,21.8207125,17.2813625,8.26,-5.860575,-15.2126
avg(192),-12.580575,-19.4825125,-18.0595,-9.392175,2.3721625,12.7531625,19.301075,18.0310125,9.61505,-2.5936125
avg(193),-6.090925,4.447625,13.719075,15.1843125,13.0767125,3.2553375,-7.5641625,-16.5118625,-18.44655,-15.80345
avg(194),17.9373625,12.9874125,0.5565375,-10.8794375,-21.1592375,-21.1471375,-15.5668375,-3.6709125,8.0528375,18.2241625
avg(195),-4.4160875,7.9377,15.5702375,18.2909375,14.0856375,4.4432875,-7.9161,-15.512775,-18.360325,-14.1335125
avg(196),14.3515875,9.203575,-0.5642125,-10.476925,-17.6243875,-17.37215,-12.2259875,-2.416575,7.53785,14.6438125
avg(197),-13.79965,-20.2869375,-17.446275,-9.7432,1.812325,10.828775,17.4742875,14.5217375,6.8855875,-4.6351375
avg(198),-19.5664875,-11.8954,-2.4371875,9.259,17.33085,17.68085,9.8328,0.438125,-11.3112,-19.2894375
avg(199),5.4613625,-7.561525,-15.9940375,-17.3816375,-14.1102375,-5.8032125,7.2090875,15.628675,17.1107,13.72835
avg(200),12.874525,18.4908375,17.517125,7.374575,-3.934075,-13.053025,-18.48195,-17.526325,-7.4856125,3.9620125
avg(201),-21.9835375,-17.3842375,-7.34995,7.063125,16.4775125,20.0618,15.4035625,5.2611,-8.9421875,-18.5593875
avg(202),8.982875,-3.4999625,-14.19395,-20.1096875,-18.535825,-9.354375,3.12985,13.7772625,19.77065,18.277675
avg(203),11.7799625,20.2383625,21.1813875,12.65365,1.42325,-11.9035125,-20.2652875,-21.026075,-12.8613375,-1.4485625
avg(204),-16.068225,-6.6615875,5.741725,14.790525,18.2806625,13.7920875,4.2488625,-8.1215875,-17.1161375,-20.68595
avg(205),-5.434825,-15.9452125,-22.5532625,-19.477375,-11.7683,1.434225,12.0183375,18.7751875,15.50685,8.01125
avg(206),20.3187125,20.36285,13.4581,0.5951875,-10.6254125,-18.5711625,-18.5233375,-11.8352125,1.1676125,12.2741875
avg(207),18.2145125,17.7620375,9.9019875,-1.0400875,-11.26665,-19.030475,-16.3126,-11.0904,1.6143,10.672625
avg(208),-5.2978625,-13.8978,-18.985275,-15.6066125,-8.9890625,3.2255875,10.154475,16.517325,12.9052125,5.155625
avg(209),-14.9700375,-5.64565,7.298175,14.227575,17.127475,11.8787625,2.1175625,-9.592525,-18.0249625,-18.434175
avg(210),5.2616875,14.4294,20.15095,15.65575,6.157625,-7.9300625,-17.13565,-22.91765,-18.356425,-8.938825
avg(211),-20.2461375,-17.768075,-9.3296,3.3527125,14.4041375,21.6664125,19.290575,10.802775,-1.8761625,-12.92525
avg(212),13.43545,1.9755875,-12.21345,-20.178775,-21.753625,-15.0415,-3.65105,10.6388375,18.5287375,20.232325
avg(213),-19.4509875,-15.781775,-7.706375,4.0123125,12.4219125,19.3064375,15.6235375,7.671225,-4.1104,-12.4483875
